loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,status
L01931,C08750,Personal,4928984.09,11.93,07-02-2025,Active
L01932,C05403,Personal,243554.07,8.2,05-02-2026,Active
L01933,C07726,Car,1103375.44,10.26,24-07-2025,Closed
L01934,C00937,Home,4694430.35,14.12,06-01-2023,Closed
L01935,C00570,Home,763979.43,12.32,12-06-2025,Closed
L01936,C06222,Home,4315826.47,7.12,31-10-2021,Closed
L01937,C09208,Personal,4070212.59,11.97,06-04-2023,Active
L01938,C06567,Car,4474405.68,10.15,06-03-2022,Closed
L01939,C07474,Car,480340.81,8.42,13-12-2025,Active
L01940,C05244,Home,3922352.19,7.4,14-02-2023,Closed
L01941,C09491,Home,4610865.01,14.81,20-07-2021,Closed
L01942,C02503,Car,1034663.28,14.6,20-10-2025,Active
L01943,C02424,Car,2037719.25,8.25,12-11-2021,Closed
L01944,C10483,Personal,4102023.7,14.82,12-10-2025,Active
L01945,C04672,Personal,163449.66,7.48,24-11-2022,Closed
L01946,C00357,Personal,1153051.43,9.63,26-09-2024,Closed
L01947,C06363,Car,348946.6,13.13,11-07-2025,Active
L01948,C09255,Personal,4050337.52,12.01,31-10-2023,Active
L01949,C02305,Home,2497001.52,11.45,15-11-2022,Active
L01950,C08780,Personal,4024181.94,7.41,27-01-2025,Closed
L01951,C09539,Car,2536033.79,12.37,16-06-2022,Active
L01952,C04212,Car,1976524.79,7.37,29-01-2022,Active
L01953,C07682,Home,251199.97,13.09,18-04-2022,Closed
L01954,C03669,Personal,1844402.08,9.63,30-03-2023,Closed
L01955,C05367,Home,689549.07,12.35,02-04-2022,Closed
L01956,C11737,Home,4376135.69,13.97,14-07-2022,Active
L01957,C06252,Home,4699852.34,8.89,11-01-2024,Active
L01958,C04129,Car,4727457.38,13.54,05-04-2025,Active
L01959,C10171,Car,4246469.13,7.99,26-07-2025,Closed
L01960,C06008,Home,2726995.95,14.68,05-10-2021,Active
L01961,C00694,Car,2474783.29,8.51,06-02-2023,Closed
L01962,C06860,Car,3255319.48,10.22,06-09-2023,Closed
L01963,C05548,Home,3237573.12,14.8,04-11-2024,Closed
L01964,C01179,Personal,1087081.31,14.82,02-07-2022,Active
L01965,C09630,Car,3863197.6,11.15,16-08-2023,Active
L01966,C07095,Car,3304621.76,8.64,15-10-2023,Closed
L01967,C04633,Home,4065919.63,10.51,26-07-2022,Closed
L01968,C08121,Car,4936706.4,15,28-07-2025,Closed
L01969,C07248,Home,4804103.28,11.28,18-01-2026,Closed
L01970,C08268,Home,4020982.75,8.98,23-12-2023,Active
L01971,C08308,Car,2742444.51,9.97,08-08-2021,Active
L01972,C08280,Home,2080370.67,9,10-04-2022,Closed
L01973,C08519,Home,640637.74,9.76,12-09-2021,Closed
L01974,C04023,Home,1413420.74,13.46,26-08-2023,Active
L01975,C07939,Personal,1267171.77,10.23,26-02-2024,Closed
L01976,C06176,Personal,2365428.54,13.7,20-12-2022,Active
L01977,C06580,Car,246142.91,12.77,13-09-2022,Closed
L01978,C07071,Car,4245795.31,13.02,02-02-2025,Active
L01979,C01517,Home,1003396.9,13.7,14-12-2021,Closed
L01980,C04713,Car,4956373.86,10.65,25-12-2021,Active
L01981,C09326,Home,760339.1,14.68,03-11-2021,Active
L01982,C08916,Car,2591567.96,14.94,30-05-2022,Closed
L01983,C02419,Personal,3095657.26,10.87,11-05-2024,Closed
L01984,C04272,Home,2284084.1,7.45,05-02-2026,Active
L01985,C06444,Personal,3949841.37,9.97,26-04-2022,Active
L01986,C06505,Personal,1378952.2,7.36,02-10-2024,Closed
L01987,C08734,Car,1121889.75,11,17-07-2024,Active
L01988,C09711,Home,4998441.86,12.3,07-12-2023,Closed
L01989,C08249,Home,1396158.26,8.2,09-12-2025,Active
L01990,C00192,Car,473983.53,7.73,15-09-2023,Active
L01991,C05610,Personal,648226.31,7.08,03-05-2021,Closed
L01992,C03243,Car,137176.82,10.11,05-03-2026,Closed
L01993,C11759,Personal,2837515.24,12.15,03-12-2025,Active
L01994,C01631,Home,2141114.32,11.23,23-03-2026,Closed
L01995,C08794,Personal,2316603.4,9.44,29-11-2024,Closed
L01996,C07678,Personal,3732708.08,12.35,17-12-2022,Closed
L01997,C04253,Car,1881196.41,7.4,31-05-2021,Active
L01998,C00694,Home,627456.79,9.58,25-03-2026,Closed
L01999,C06456,Home,2020652.6,11.31,16-07-2022,Active
L02000,C11095,Car,2584249.55,9.52,07-01-2025,Closed
L02001,C06943,Personal,4757549.07,9.07,25-12-2024,Active
L02002,C02473,Home,1402889.26,9.31,29-07-2021,Active
L02003,C03854,Car,681900.65,12.6,28-05-2022,Active
L02004,C07652,Car,1094443.76,12.78,31-03-2022,Active
L02005,C09671,Car,3256583.23,13.3,31-01-2026,Closed
L02006,C01501,Home,3673535.18,10.65,16-10-2021,Active
L02007,C04022,Car,315024.05,13.96,05-11-2025,Active
L02008,C01497,Home,4297437.56,9.13,06-09-2023,Active
L02009,C11282,Car,2803303.99,11.49,07-03-2025,Active
L02010,C04404,Home,3915984.18,7.84,01-01-2025,Active
L02011,C00292,Personal,1575445.79,14,23-02-2023,Closed
L02012,C03828,Personal,4189912.77,10.44,21-03-2023,Closed
L02013,C02466,Car,2662635.5,8.87,29-07-2022,Closed
L02014,C05841,Home,2557085.41,13.18,11-12-2024,Closed
L02015,C07964,Personal,4114975.69,10.28,07-04-2022,Closed
L02016,C04329,Personal,1085480.72,9.06,07-10-2021,Active
L02017,C02584,Personal,1400301.27,10.77,24-06-2023,Closed
L02018,C10865,Personal,1726131.5,9.17,09-08-2025,Active
L02019,C03423,Home,1196867.89,12.26,25-11-2024,Closed
L02020,C11222,Home,839442.73,10.05,24-03-2022,Closed
L02021,C03242,Personal,619575.02,8.12,16-04-2022,Active
L02022,C09747,Home,1130117.27,12.8,07-08-2024,Closed
L02023,C04878,Car,3233608.27,13.05,26-06-2021,Active
L02024,C04739,Home,2743732.13,8.78,11-04-2025,Active
L02025,C11585,Home,2717483.16,14.58,03-10-2025,Closed
L02026,C03324,Personal,3100395.16,10.81,31-01-2024,Active
L02027,C01408,Personal,970506.86,9.81,30-03-2024,Closed
L02028,C01652,Car,503656.05,13.09,18-05-2025,Closed
L02029,C02438,Personal,765637.3,11.38,10-04-2023,Active
L02030,C10102,Car,2984158.62,14.54,08-10-2021,Closed
L02031,C04350,Home,1927071.32,8.4,24-02-2026,Active
L02032,C07842,Personal,550003.82,11.33,06-07-2023,Active
L02033,C06958,Car,1159390.95,13.44,27-02-2026,Active
L02034,C07459,Car,3648248.77,9.49,03-11-2021,Active
L02035,C02876,Car,2632656.18,7.65,15-04-2026,Active
L02036,C06046,Car,2676920.37,10.73,15-02-2025,Active
L02037,C01258,Car,3637567.08,11.72,29-10-2024,Active
L02038,C08178,Personal,88313.9,8.6,24-04-2023,Active
L02039,C07724,Car,2366270.44,8.25,20-02-2022,Closed
L02040,C11179,Home,4758030.36,7.04,19-03-2026,Active
L02041,C01599,Car,299778.34,14.4,27-11-2025,Active
L02042,C00589,Home,3571106.72,10.06,20-11-2022,Active
L02043,C08503,Car,2381053.55,7.02,02-08-2022,Closed
L02044,C02452,Car,945309.42,10.7,22-10-2022,Closed
L02045,C05650,Car,1158246.77,11.34,16-07-2024,Closed
L02046,C04580,Personal,1372177.39,11.86,15-02-2023,Active
L02047,C11693,Personal,3820520.28,7.62,21-12-2021,Closed
L02048,C04448,Home,4504461.35,9.23,06-09-2022,Active
L02049,C10948,Home,1803957.41,14.73,13-09-2024,Active
L02050,C08857,Home,4494443.11,10.08,11-06-2021,Closed
L02051,C08140,Home,551417.04,13.24,08-08-2023,Closed
L02052,C03919,Personal,4213633.68,10.3,25-09-2022,Closed
L02053,C06267,Home,2427192.16,13.24,30-08-2025,Active
L02054,C00179,Personal,89319.47,7.31,17-11-2021,Closed
L02055,C10680,Car,2015692.86,11.54,18-02-2024,Active
L02056,C00825,Car,1307255.8,14.51,02-05-2022,Closed
L02057,C09901,Home,4641718.2,14.19,10-07-2022,Closed
L02058,C04100,Personal,4885076.29,12.01,05-10-2025,Active
L02059,C00767,Home,3560259.09,8.13,25-09-2022,Active
L02060,C08408,Personal,3923616.2,13.08,11-07-2021,Closed
L02061,C07757,Car,4896243.7,9.88,21-08-2023,Closed
L02062,C00034,Personal,1535812.32,7.52,27-10-2023,Closed
L02063,C00124,Personal,523300.3,13.3,06-04-2024,Closed
L02064,C07339,Car,4940757.74,8.1,19-05-2021,Closed
L02065,C08475,Home,4986201.13,12.25,01-07-2024,Active
L02066,C09040,Home,944484.3,9.8,27-04-2025,Active
L02067,C00335,Personal,4014216.44,12.68,02-08-2021,Active
L02068,C05203,Personal,2491218.48,7.51,15-10-2024,Closed
L02069,C05430,Personal,1476847.49,9.64,10-01-2025,Closed
L02070,C07612,Car,4759623.96,14.66,21-10-2024,Active
L02071,C04324,Home,2258001.66,11.05,26-07-2024,Closed
L02072,C03987,Personal,4648578.55,8.86,12-01-2024,Closed
L02073,C04602,Car,4244542.98,12.41,19-10-2024,Closed
L02074,C00193,Personal,1373487.41,9.2,12-02-2023,Closed
L02075,C01695,Home,2698510.51,8.07,09-05-2025,Closed
L02076,C09814,Personal,4052329.56,8.6,04-10-2022,Active
L02077,C02360,Personal,2969531.84,13.97,06-02-2026,Active
L02078,C05075,Car,487912.11,9.03,20-06-2024,Active
L02079,C00700,Home,4086652.73,8.06,10-08-2025,Closed
L02080,C07648,Personal,611926.21,14.06,22-05-2023,Closed
L02081,C08598,Home,1276750.13,9.78,12-06-2022,Active
L02082,C05403,Home,-4647815.98,7.68,30-07-2021,Closed
L02083,C08446,Personal,4550038.05,10.27,29-11-2021,Active
L02084,C04316,Home,862425.32,14.74,13-09-2023,Active
L02085,C09072,Personal,2535805.76,8.89,02-07-2025,Active
L02086,C08085,Personal,3067461.78,8.53,20-06-2024,Closed
L02087,C08200,Car,4308115.04,8.4,23-11-2023,Closed
L02088,C00893,Car,707608.3,8.99,17-07-2024,Closed
L02089,C00375,Personal,3070368.22,13.41,05-06-2022,Closed
L02090,C05543,Car,2277054.19,12.45,04-12-2025,Closed
L02091,C03971,Personal,4071864.19,11.04,30-01-2025,Active
L02092,C02959,Car,429628.04,7.01,03-01-2024,Closed
L02093,C01417,Car,165026.52,7.75,04-06-2024,Active
L02094,C11814,Home,3060392.8,8.69,16-04-2023,Active
L02095,C06079,Personal,1964890.14,11.02,24-11-2023,Closed
L02096,C03896,Personal,4375700.96,8.55,17-04-2023,Closed
L02097,C06982,Home,4326977.34,11.96,18-02-2022,Active
L02098,C04857,Personal,1610660.38,7.44,01-09-2022,Closed
L02099,C04732,Home,446864.6,8.59,22-03-2022,Closed
L02100,C03463,Car,4042201.25,9.12,05-10-2021,Active
L02101,C11187,Home,2290142.74,14.16,23-10-2024,Closed
L02102,C03432,Personal,3793489.25,7.72,06-10-2023,Closed
L02103,C08967,Home,3224246.37,7.67,08-08-2022,Active
L02104,C11193,Car,3146223.75,10.25,08-05-2022,Active
L02105,C10566,Personal,472308.52,11.94,24-09-2024,Closed
L02106,C06612,Personal,824321.6,8.94,27-05-2022,Closed
L02107,C10758,Home,3293008.32,7.27,05-07-2024,Closed
L02108,C07688,Car,1691941.63,9.38,08-08-2025,Closed
L02109,C02068,Personal,614616.01,12.77,05-03-2025,Active
L02110,C09342,Home,3524674.3,8.06,26-06-2021,Closed
L02111,C02443,Home,510446.15,8.88,31-08-2021,Closed
L02112,C02692,Car,945441.86,7,27-03-2022,Closed
L02113,C06238,Car,4133385.72,11.2,07-07-2022,Active
L02114,C05505,Personal,619734.78,7.1,09-07-2023,Active
L02115,C07310,Personal,4275341.59,14.37,03-02-2023,Active
L02116,C03984,Home,795513.99,8.74,28-04-2021,Active
L02117,C02943,Personal,4448080.14,7.91,12-09-2023,Active
L02118,C04616,Home,4338246.78,14.58,14-02-2022,Active
L02119,C02321,Car,1868774.35,10.93,26-07-2024,Closed
L02120,C10265,Car,4711097.56,14.14,26-07-2023,Active
L02121,C03502,Car,3609143.45,9.68,09-09-2022,Active
L02122,C09286,Car,3186758.45,10.73,02-08-2022,Closed
L02123,C08120,Home,4370255.11,8.27,20-02-2024,Closed
L02124,C05487,Home,386278.74,9.18,25-05-2024,Active
L02125,C02465,Car,1273821.36,8.69,10-03-2025,Active
L02126,C02531,Car,3824117.95,7.57,19-05-2025,Active
L02127,C07673,Personal,3529699.78,7.34,23-12-2022,Closed
L02128,C10661,Home,3620382.28,7.59,25-09-2023,Active
L02129,C00614,Home,1123984.51,13.53,22-10-2025,Closed
L02130,C09151,Home,3720152.6,11.78,11-10-2021,Active
L02131,C05767,Personal,4711445.36,14.55,02-06-2025,Closed
L02132,C08834,Car,4880082.49,14.03,11-02-2023,Active
L02133,C01131,Personal,352470.84,14.48,03-03-2026,Closed
L02134,C03724,Car,3915687.67,8.05,23-01-2022,Closed
L02135,C07621,Personal,620021.7,7.87,29-08-2024,Active
L02136,C09434,Personal,3949762.54,11.73,17-11-2022,Active
L02137,C01592,Car,4297974.56,12.74,18-02-2025,Closed
L02138,C08535,Personal,4111431.93,11.9,26-09-2021,Closed
L02139,C01640,Home,1499095.27,9.81,12-05-2022,Active
L02140,C11725,Car,4517512.25,12.49,11-12-2021,Active
L02141,C00821,Car,1994529.8,14.49,14-08-2022,Closed
L02142,C05480,Home,1635741.44,7.45,17-09-2023,Closed
L02143,C09941,Home,4354022,12.17,17-09-2023,Active
L02144,C01745,Car,2259201.99,7.57,24-08-2025,Active
L02145,C01686,Car,302173.07,14.71,21-03-2026,Active
L02146,C02833,Home,1585035.3,10.07,14-11-2022,Active
L02147,C06129,Home,2343031.99,11.57,21-06-2023,Closed
L02148,C01914,Home,161888.58,13.96,21-11-2023,Active
L02149,C02904,Home,4154843.68,9.97,02-06-2023,Active
L02150,C05627,Personal,728325.17,13.54,04-07-2021,Active
L02151,C04608,Home,3392803.49,8.22,10-08-2023,Active
L02152,C11678,Home,3156421.83,8.52,12-02-2025,Closed
L02153,C09379,Home,4611991.93,10.69,31-10-2025,Active
L02154,C08801,Home,3390738.83,11.94,08-10-2025,Active
L02155,C07690,Personal,2339082.72,7.78,28-02-2024,Closed
L02156,C11813,Car,3833800.28,9.4,07-08-2023,Active
L02157,C07928,Car,4260719.59,14.07,04-04-2023,Closed
L02158,C06319,Home,1844019.81,13.04,04-09-2021,Closed
L02159,C03698,Personal,2008971.55,11.58,17-05-2022,Active
L02160,C05718,Car,4101743.2,9.43,09-11-2025,Active
L02161,C01905,Home,215194.29,10.71,19-08-2022,Active
L02162,C09708,Home,500711.65,13.04,16-04-2025,Active
L02163,C09380,Personal,3364804.43,12.64,13-09-2021,Closed
L02164,C06793,Personal,2154098.69,10.86,17-08-2024,Closed
L02165,C02829,Car,2123670.72,13.37,13-05-2021,Closed
L02166,C01580,Personal,1992470.74,14.48,08-11-2021,Closed
L02167,C06420,Car,91318.1,12.97,23-01-2024,Closed
L02168,C07151,Car,4313781.1,14.35,26-08-2023,Closed
L02169,C05028,Home,966900.44,13.99,05-03-2023,Closed
L02170,C02471,Personal,307098.97,14.46,05-11-2025,Closed
L02171,C10971,Home,1804942.04,14.52,11-02-2023,Closed
L02172,C02881,Personal,453658.58,8.7,11-04-2026,Active
L02173,C11148,Personal,3385483.8,8.6,10-06-2022,Active
L02174,C07920,Personal,3852706.96,12.29,18-02-2023,Closed
L02175,C11731,Personal,3030217.2,11.95,27-01-2022,Active
L02176,C10824,Car,895288.34,9.37,05-01-2025,Active
L02177,C11680,Home,2000671.69,9.33,12-12-2023,Closed
L02178,C09396,Personal,2039327.91,14.31,15-12-2022,Closed
L02179,C10077,Car,1666376.41,12.79,31-03-2022,Active
L02180,C06168,Home,3666302.51,8.12,19-03-2024,Closed
L02181,C04087,Personal,4778367.36,10.7,31-05-2023,Closed
L02182,C11536,Personal,3951915.42,12.94,24-04-2026,Closed
L02183,C02269,Personal,4057225.46,10.44,02-10-2021,Active
L02184,C04224,Personal,294804.49,11.48,24-01-2024,Active
L02185,C11791,Car,-3448379.64,13.32,21-05-2024,Closed
L02186,C10172,Car,1842790.85,11.93,06-12-2024,Active
L02187,C11052,Personal,4042613.21,8.14,29-09-2022,Closed
L02188,C02071,Personal,4689389,7.34,07-02-2024,Active
L02189,C04448,Home,762811.79,12.88,23-01-2024,Closed
L02190,C10261,Car,727876.29,12.11,28-11-2024,Closed
L02191,C05334,Personal,1497119.33,10.81,05-10-2023,Closed
L02192,C09536,Personal,3386565.13,10.77,24-04-2024,Closed
L02193,C05832,Home,3493474.8,11.26,01-07-2025,Closed
L02194,C06975,Car,4846487.4,14.72,27-11-2023,Active
L02195,C09165,Car,4423806.05,10.73,29-12-2025,Closed
L02196,C07430,Car,2927466.44,9.98,01-01-2026,Closed
L02197,C00819,Car,1158208.66,7.29,12-12-2023,Closed
L02198,C00517,Home,3193455.21,13.19,07-12-2022,Active
L02199,C05389,Personal,1259190.88,11.91,06-08-2022,Active
L02200,C06623,Car,3293532.06,10.73,06-04-2026,Closed
L02201,C01588,Home,1493103.13,10.93,23-12-2024,Closed
L02202,C01244,Car,2478096.49,9.5,23-07-2021,Active
L02203,C06089,Personal,3161637.06,14.3,16-07-2023,Active
L02204,C06592,Personal,2488088.96,14.17,02-02-2022,Closed
L02205,C10691,Home,3810938.18,8.59,18-10-2023,Closed
L02206,C04751,Home,3819661.72,11.65,24-01-2022,Closed
L02207,C06665,Car,1106961.4,9.63,25-09-2024,Closed
L02208,C01546,Car,4579951.07,10.71,08-05-2022,Active
L02209,C03335,Home,2870455.73,13.99,14-05-2021,Active
L02210,C03823,Home,379408.19,13.76,06-08-2023,Active
L02211,C09238,Home,3912835.94,8.62,02-01-2023,Closed
L02212,C11036,Car,2501224.23,10.55,01-02-2024,Active
L02213,C02118,Car,4401001.46,13.26,17-04-2023,Closed
L02214,C07527,Personal,4622649.01,11.58,20-07-2023,Active
L02215,C02871,Personal,4709203.45,12.29,04-11-2021,Closed
L02216,C09297,Home,3531652.95,13.97,08-09-2024,Active
L02217,C04109,Personal,3643518.88,9.38,30-10-2024,Closed
L02218,C09332,Personal,945562.06,8.29,21-02-2026,Active
L02219,C02508,Home,3537733.44,13.43,06-04-2024,Active
L02220,C08254,Car,390507.7,8.1,11-01-2023,Active
L02221,C05877,Home,3416692.75,12.81,10-02-2022,Closed
L02222,C08571,Car,451486.1,9.98,20-07-2021,Closed
L02223,C06860,Car,1924021.42,13.42,30-01-2024,Active
L02224,C07323,Home,2837613.29,8.28,09-09-2022,Closed
L02225,C02523,Personal,1248346.41,14.6,08-03-2022,Closed
L02226,C00491,Home,2065629.83,13.83,30-08-2024,Active
L02227,C06255,Car,4183914.95,7.62,22-02-2025,Closed
L02228,C03815,Home,1405851.15,14.45,26-01-2024,Active
L02229,C08714,Car,3612215.41,14.99,13-09-2023,Closed
L02230,C06222,Home,479625.86,8.74,15-09-2024,Closed
L02231,C03823,Car,357674.91,10.51,29-01-2024,Closed
L02232,C06280,Car,2478291.88,14.1,26-09-2024,Closed
L02233,C03082,Home,4097231.67,7.53,25-07-2023,Active
L02234,C08567,Car,1053544.81,9.65,30-04-2025,Active
L02235,C01261,Home,4949081.04,10.04,04-02-2024,Closed
L02236,C03241,Personal,4325572.57,10.24,14-02-2023,Closed
L02237,C11400,Car,3600012.97,12.5,31-07-2023,Active
L02238,C02322,Home,3805642.62,12.09,19-06-2021,Closed
L02239,C01711,Personal,4422771.89,9.18,28-01-2024,Active
L02240,C01281,Car,3811967.29,7.29,17-01-2024,Closed
L02241,C01085,Personal,3661663.92,8.32,05-05-2024,Closed
L02242,C00964,Car,780447.68,13.77,09-02-2023,Closed
L02243,C10413,Personal,3240396.68,9.24,16-06-2021,Active
L02244,C06097,Personal,4391631.45,14.04,08-11-2021,Active
L02245,C04834,Home,3601920.25,9.02,13-05-2021,Closed
L02246,C00041,Personal,2562212.15,10.95,07-11-2024,Active
L02247,C04428,Home,2009283.56,13.68,17-08-2022,Closed
L02248,C04178,Home,4137434.36,10.83,30-03-2023,Closed
L02249,C05434,Personal,896668.45,13.53,27-01-2026,Closed
L02250,C00332,Personal,4544757.54,7.25,21-07-2021,Active
L02251,C07302,Home,3449540.96,14.6,07-09-2025,Active
L02252,C08682,Car,2745871.82,10.41,24-08-2023,Active
L02253,C04777,Car,4708309.11,10.08,09-08-2023,Closed
L02254,C10063,Car,4730263.25,9.19,14-12-2023,Active
L02255,C07567,Home,3562639.5,11.61,09-04-2023,Closed
L02256,C07800,Car,123363.45,13.39,17-12-2024,Closed
L02257,C09564,Car,2147402.54,13.5,15-09-2025,Active
L02258,C03770,Home,1587063.97,12.15,03-07-2021,Closed
L02259,C09608,Car,1697636.62,11.6,08-05-2022,Active
L02260,C04142,Personal,3174130.51,7.59,08-07-2025,Active
L02261,C06812,Home,3008219.7,7.39,14-10-2022,Closed
L02262,C05813,Personal,3351511.72,13.27,03-12-2025,Closed
L02263,C06040,Personal,1286322.54,14.47,06-12-2023,Active
L02264,C11076,Personal,2028425.56,8.41,24-03-2022,Active
L02265,C00682,Personal,2607502.68,12.83,08-04-2026,Active
L02266,C11178,Car,3938976.26,10.49,20-01-2025,Closed
L02267,C02081,Personal,388918.73,11.92,26-03-2023,Closed
L02268,C02849,Personal,1826556.36,11.47,23-11-2021,Active
L02269,C08566,Car,2046125.03,7.87,06-04-2026,Active
L02270,C08964,Car,512359.05,10.51,25-04-2025,Active
L02271,C07438,Car,3779386.84,9.27,26-11-2023,Closed
L02272,C10604,Home,192432.7,9.84,21-04-2023,Active
L02273,C06838,Personal,2194041.36,14.9,01-12-2021,Closed
L02274,C10921,Home,3977502.57,11.04,24-08-2022,Closed
L02275,C07483,Personal,544902.51,10.35,03-05-2024,Active
L02276,C04229,Car,150373.58,13.07,15-10-2022,Closed
L02277,C01638,Car,4895918.01,14.54,06-09-2025,Active
L02278,C10526,Home,996654.18,7.42,01-12-2025,Active
L02279,C03809,Personal,4673030.63,9.91,29-07-2021,Active
L02280,C02859,Personal,3832383.63,14.63,18-06-2024,Active
L02281,C04611,Car,2876176.39,9.28,10-06-2025,Active
L02282,C10258,Home,2893953.19,9.77,26-02-2024,Active
L02283,C08234,Car,2407334.17,11.68,07-08-2022,Active
L02284,C01563,Home,1924919.96,11.78,16-05-2021,Active
L02285,C00078,Car,4537737.76,12.38,28-09-2025,Closed
L02286,C06720,Home,4512528.23,12.91,30-05-2024,Active
L02287,C05954,Home,4554890.53,11.66,23-09-2023,Active
L02288,C11485,Car,3571229.85,13.26,14-03-2024,Closed
L02289,C02085,Car,1736506.22,10.37,11-08-2025,Closed
L02290,C07981,Home,4838670.22,11.75,02-08-2021,Active
L02291,C00871,Car,1599916.44,10.08,27-12-2023,Active
L02292,C05905,Home,4986153.31,13.41,10-01-2023,Active
L02293,C02683,Personal,4413625.9,9.55,27-01-2022,Closed
L02294,C07993,Personal,478032.24,8.51,11-03-2026,Active
L02295,C08810,Car,3804907.33,9.72,28-03-2025,Active
L02296,C10767,Personal,1932174.49,7,04-01-2023,Active
L02297,C04951,Personal,3109912.99,8,07-11-2024,Closed
L02298,C06055,Home,729994.32,7.02,17-04-2026,Active
L02299,C03875,Personal,3601929.55,9.13,16-08-2024,Closed
L02300,C02185,Home,291280.57,7.61,22-03-2024,Active
L02301,C08099,Car,451765.25,12.36,06-03-2024,Active
L02302,C04902,Home,3016161.23,8.97,29-10-2023,Closed
L02303,C11649,Car,1704517.04,10.28,21-04-2025,Closed
L02304,C06224,Home,178026.32,10.63,06-08-2024,Closed
L02305,C02551,Car,1105390.35,10.45,01-02-2025,Active
L02306,C11249,Car,1626962.13,14.09,06-05-2021,Closed
L02307,C09553,Car,4825231.41,14.3,13-11-2024,Active
L02308,C10556,Personal,-2211414.94,9.69,04-10-2025,Closed
L02309,C08938,Home,4291143.65,13.69,09-07-2021,Closed
L02310,C06391,Car,4465051.83,10.29,28-07-2024,Closed
L02311,C01709,Personal,1721437.52,9.83,15-09-2024,Closed
L02312,C11124,Home,1539512.11,14.34,14-06-2022,Closed
L02313,C10580,Home,102419.49,11.56,25-02-2024,Closed
L02314,C11862,Home,3397406.78,11.15,07-10-2023,Active
L02315,C05136,Personal,1167618.78,14.17,23-09-2023,Closed
L02316,C04729,Car,389264.37,11.3,24-02-2024,Active
L02317,C08286,Home,1612898.72,11.06,26-06-2025,Active
L02318,C01012,Car,1062187.5,13.78,15-12-2023,Active
L02319,C00083,Personal,3957324.43,12.53,15-02-2022,Active
L02320,C10388,Car,1860222.7,12.07,14-03-2023,Closed
L02321,C05292,Home,3557530.42,10.97,18-07-2024,Closed
L02322,C10813,Personal,1965350.59,12.19,28-01-2025,Closed
L02323,C06713,Personal,2434445.7,10.32,27-05-2024,Active
L02324,C05239,Car,3762150.96,14.61,14-02-2024,Active
L02325,C04496,Home,2573629.18,11.61,08-09-2024,Closed
L02326,C06746,Car,2189115.27,10.18,06-04-2022,Closed
L02327,C10275,Car,1100244.34,13.79,15-11-2022,Closed
L02328,C00753,Home,4560360.67,7.25,25-07-2024,Active
L02329,C09997,Home,2817232.71,11.98,10-04-2024,Active
L02330,C09920,Personal,2435407.67,15,05-10-2025,Active
L02331,C04419,Personal,2361430.99,12.36,03-01-2024,Active
L02332,C01474,Home,2841125.12,9.03,29-07-2023,Active
L02333,C03667,Home,1507455.46,13.53,26-06-2021,Active
L02334,C10573,Home,3732943.42,12.74,03-01-2023,Active
L02335,C01691,Personal,3265950.14,13.22,07-02-2025,Active
L02336,C05179,Car,176428.27,12.07,09-05-2024,Closed
L02337,C01170,Personal,1154095.61,8.06,24-09-2022,Closed
L02338,C09310,Car,607234.54,8.35,31-10-2025,Active
L02339,C02717,Home,1616686.8,11.3,06-11-2025,Closed
L02340,C11548,Personal,4219036.5,12.25,09-08-2025,Active
L02341,C03981,Car,4860239.59,8.09,17-01-2023,Active
L02342,C11841,Home,405469.36,14.95,19-07-2024,Closed
L02343,C09798,Personal,3788098.41,12.15,08-06-2024,Closed
L02344,C01759,Home,1760192.57,7.22,10-07-2021,Active
L02345,C01970,Home,3101046.14,10.51,08-10-2022,Closed
L02346,C01712,Personal,4498587.54,11.79,10-02-2022,Active
L02347,C00274,Car,4528858.9,13.57,01-03-2022,Active
L02348,C02019,Home,2844426.24,14.52,27-02-2022,Active
L02349,C09082,Home,293675.59,7.07,14-04-2024,Closed
L02350,C00524,Car,1108022.51,14.37,06-10-2025,Closed
L02351,C11670,Car,4683290.18,7.03,22-12-2024,Active
L02352,C00153,Personal,4329958.06,10.89,20-01-2026,Closed
L02353,C08856,Car,4399355.61,14.01,23-12-2023,Active
L02354,C11759,Car,819852.06,9.02,14-03-2023,Active
L02355,C04679,Home,2482627.63,7.43,31-12-2024,Closed
L02356,C05223,Personal,1225007.38,14.17,13-05-2022,Active
L02357,C04297,Car,3708049.58,7.86,22-09-2025,Active
L02358,C03323,Car,3235676.83,13.19,24-09-2024,Active
L02359,C03051,Car,4414952.66,7.42,07-01-2025,Closed
L02360,C04610,Home,3195712.43,8.22,24-12-2024,Active
L02361,C03641,Personal,-622845.44,9.64,03-04-2022,Closed
L02362,C08391,Car,2927542.73,13.51,22-01-2026,Closed
L02363,C10411,Personal,4600232.56,8.35,03-02-2024,Active
L02364,C05793,Car,3019294.34,9.79,23-10-2022,Closed
L02365,C08631,Car,3012665.73,14.8,23-08-2025,Closed
L02366,C06866,Home,1551866.67,9.39,29-04-2021,Closed
L02367,C02736,Car,4715574.36,14.1,05-09-2021,Active
L02368,C05425,Car,2654958.09,7.93,15-03-2026,Active
L02369,C06983,Personal,4632574.92,13.33,03-11-2024,Closed
L02370,C03272,Home,3601876.76,14.79,11-06-2022,Active
L02371,C11186,Personal,2056663.96,11.9,07-01-2026,Closed
L02372,C03347,Personal,2488214,12.78,01-03-2023,Active
