txn_id,account_id,txn_date,txn_type,amount,channel
T023409,A99999,26-07-2024,Credit,87440.96,NEFT
T023462,A99999,22-12-2025,Debit,78841.47,ATM
T023486,A99999,19-08-2024,Debit,60936.48,NEFT
T023509,A99999,16-06-2024,Credit,85257.02,NEFT
T023588,A99999,12-12-2024,Credit,46876.11,IMPS
T023638,A99999,02-07-2024,Credit,63050.56,ATM
T023662,A99999,26-09-2025,Credit,-15500.37,NEFT
T023694,A99999,26-12-2025,Credit,9009.99,ATM
T023732,A99999,25-10-2024,Debit,36929.49,ATM
T023788,A99999,09-03-2026,Debit,77631.46,NEFT
T023867,A99999,03-10-2025,Credit,45314.32,NEFT
T023878,A99999,02-06-2025,Credit,48744.01,IMPS
T023972,A99999,23-03-2025,Credit,27586.06,NEFT
T024003,A99999,12-07-2025,Debit,68902.01,ATM
T024006,A99999,17-06-2024,Debit,51178.09,NEFT
T024008,A99999,12-11-2025,Debit,33445.38,NEFT
T024026,A99999,05-01-2025,Credit,40453.41,NEFT
T024072,A99999,20-03-2026,Credit,62095.35,UPI
T024073,A99999,11-11-2024,Debit,7738.1,IMPS
T024087,A99999,04-12-2025,Credit,78754.41,ATM
T024108,A99999,30-03-2025,Debit,18702.71,IMPS
T024167,A99999,26-08-2025,Credit,86541.49,UPI
T024233,A99999,27-04-2026,Debit,3514.32,NEFT
T024260,A99999,04-03-2025,Debit,11376.72,IMPS
T024331,A99999,26-01-2025,Debit,58599.26,IMPS
T024333,A99999,19-12-2024,Credit,23913.07,NEFT
T024425,A99999,09-12-2024,Debit,38835.7,NEFT
T024449,A99999,21-08-2025,Credit,20073.3,NEFT
T024640,A99999,24-08-2024,Debit,37515.09,NEFT
T024683,A99999,25-01-2025,Debit,3083.84,UPI
T024754,A99999,02-11-2025,Credit,61834.11,IMPS
T024785,A99999,18-10-2024,Debit,11258.59,ATM
T025000,A99999,23-11-2024,Debit,8263.7,UPI
T025037,A99999,05-02-2025,Credit,43386.36,ATM
T025067,A99999,04-08-2025,Debit,33796.05,ATM
T025133,A99999,16-09-2024,Credit,25595.61,UPI
T025193,A99999,03-10-2024,Debit,97291.0,NEFT
T025196,A99999,01-07-2024,Credit,80616.67,ATM
T025211,A99999,10-08-2025,Credit,43705.9,UPI
T025250,A99999,22-09-2024,Credit,81006.78,IMPS
T025281,A99999,27-09-2025,Credit,7475.07,UPI
T025307,A99999,16-07-2024,Debit,58628.6,NEFT
T025519,A99999,20-07-2024,Credit,7389.49,ATM
T025547,A99999,25-06-2024,Credit,86986.35,UPI
T025553,A99999,22-06-2025,Credit,121.48,ATM
T025608,A99999,25-07-2024,Credit,-62358.95,NEFT
T025670,A99999,13-02-2026,Credit,26174.57,UPI
T025695,A99999,23-06-2025,Debit,2560.52,ATM
T025729,A99999,10-05-2024,Debit,55222.24,UPI
T025789,A99999,18-12-2025,Debit,67963.44,NEFT
T025889,A99999,10-06-2024,Credit,13727.62,IMPS
T025916,A99999,19-11-2025,Debit,43302.77,NEFT
T025966,A99999,08-10-2024,Credit,26539.5,UPI
T026030,A99999,21-12-2025,Credit,63776.12,ATM
T026064,A99999,26-05-2025,Credit,20117.0,IMPS
T026150,A99999,24-10-2025,Debit,76425.79,ATM
T026154,A99999,03-01-2026,Debit,98285.45,UPI
T026434,A99999,09-06-2025,Debit,38042.39,IMPS
T026529,A99999,15-06-2024,Debit,70894.46,NEFT
T026546,A99999,02-08-2024,Credit,72997.82,NEFT
T026577,A99999,13-11-2025,Debit,68806.7,ATM
T026589,A99999,20-04-2025,Debit,4227.27,IMPS
T026647,A99999,18-01-2026,Debit,80758.84,IMPS
T026734,A99999,23-09-2024,Credit,53609.44,ATM
T026760,A99999,17-09-2024,Credit,47209.7,IMPS
T026813,A99999,17-05-2025,Credit,95458.77,IMPS
T026824,A99999,05-05-2024,Credit,33741.06,ATM
T027033,A99999,29-07-2024,Credit,68307.99,NEFT
T027103,A99999,21-08-2024,Debit,97965.68,NEFT
T027143,A99999,28-04-2024,Debit,22767.87,ATM
T027177,A99999,18-07-2024,Credit,95875.8,IMPS
T027218,A99999,09-11-2025,Debit,3609.1,UPI
T027274,A99999,08-02-2026,Credit,76050.92,ATM
T027358,A99999,14-06-2025,Credit,16655.83,UPI
T027382,A99999,25-02-2026,Debit,8500.2,IMPS
T027609,A99999,16-01-2025,Credit,84661.59,ATM
T027665,A99999,05-09-2024,Debit,34069.58,NEFT
T027682,A99999,08-06-2024,Debit,24046.91,ATM
T027726,A99999,04-02-2025,Debit,76788.26,ATM
T027806,A99999,23-04-2026,Credit,87173.64,ATM
T027847,A99999,01-04-2025,Credit,68307.02,ATM
T027951,A99999,14-10-2024,Debit,89642.46,UPI
T027954,A99999,27-08-2024,Debit,99314.79,IMPS
T027968,A99999,26-07-2024,Debit,88241.55,UPI
T027980,A99999,04-04-2025,Debit,76709.54,UPI
T027995,A99999,19-10-2024,Credit,1007.68,ATM
T028019,A99999,01-05-2024,Debit,35376.93,UPI
T028023,A99999,14-09-2025,Debit,18838.15,IMPS
T028071,A99999,04-04-2026,Debit,8343.37,NEFT
T028117,A99999,06-10-2025,Debit,42082.37,NEFT
T028168,A99999,30-12-2025,Debit,43437.74,IMPS
T028227,A99999,21-02-2025,Debit,73441.94,UPI
T028278,A99999,15-02-2026,Debit,29910.68,ATM
T028290,A99999,05-07-2025,Debit,81723.11,NEFT
T028293,A99999,17-10-2024,Debit,7014.55,NEFT
T028355,A99999,20-06-2025,Credit,63846.48,UPI
T028362,A99999,29-10-2025,Credit,82181.77,NEFT
T028375,A99999,27-11-2024,Debit,29771.25,IMPS
T028394,A99999,30-07-2024,Credit,24557.19,UPI
T028396,A99999,16-08-2025,Credit,87957.56,NEFT
T028399,A99999,04-04-2025,Debit,94277.19,IMPS
T028406,A99999,03-05-2024,Credit,72830.79,UPI
T028615,A99999,03-11-2024,Credit,68042.44,IMPS
T028652,A99999,10-03-2026,Debit,15467.34,UPI
T028760,A99999,20-02-2026,Credit,86979.31,NEFT
T028778,A99999,21-02-2026,Credit,9674.11,UPI
T028785,A99999,14-07-2025,Credit,57443.4,UPI
T028794,A99999,26-12-2025,Debit,18642.32,ATM
T028865,A99999,07-06-2025,Debit,78973.53,ATM
T028954,A99999,06-06-2024,Credit,12894.13,IMPS
T029078,A99999,04-01-2025,Debit,78991.26,IMPS
T029127,A99999,24-10-2024,Debit,41658.12,ATM
T029131,A99999,24-06-2024,Credit,82499.72,IMPS
T029137,A99999,06-08-2024,Credit,84481.16,IMPS
T029173,A99999,19-12-2024,Debit,5411.5,ATM
T029219,A99999,03-05-2025,Debit,74786.85,IMPS
T029223,A99999,21-09-2024,Credit,44246.83,IMPS
T029266,A99999,19-08-2025,Debit,65673.4,UPI
T029285,A99999,15-11-2025,Debit,56557.29,UPI
T029340,A99999,24-06-2025,Credit,6361.92,ATM
T029363,A99999,31-05-2024,Credit,54686.8,IMPS
T029369,A99999,03-03-2026,Credit,21191.11,UPI
T029379,A99999,22-06-2024,Credit,55933.37,ATM
T029407,A99999,22-07-2024,Debit,39885.65,UPI
T029410,A99999,03-11-2024,Debit,13795.08,IMPS
T029416,A99999,06-11-2025,Credit,78850.84,ATM
T029432,A99999,16-05-2025,Credit,16919.79,UPI
T029456,A99999,19-06-2024,Debit,51161.46,NEFT
T029486,A99999,15-02-2026,Debit,73698.03,IMPS
T029525,A99999,27-01-2025,Debit,95303.54,UPI
T029541,A99999,30-03-2025,Credit,46656.07,UPI
T029603,A99999,09-06-2024,Credit,94198.2,IMPS
T029766,A99999,15-12-2024,Credit,4639.49,IMPS
T029954,A99999,24-08-2024,Debit,66610.76,ATM
T029973,A99999,04-10-2025,Credit,55389.26,UPI
T029981,A99999,15-06-2024,Debit,34878.06,NEFT
T030093,A99999,30-01-2026,Credit,20836.27,NEFT
T030107,A99999,29-08-2024,Credit,11663.33,UPI
T030148,A99999,11-02-2025,Credit,38075.55,IMPS
T030158,A99999,22-03-2025,Credit,55525.75,IMPS
T030161,A99999,15-07-2024,Debit,1344.33,UPI
T030247,A99999,15-02-2026,Credit,35878.18,ATM
T030350,A99999,24-10-2024,Debit,48798.26,UPI
T030371,A99999,08-04-2025,Credit,84098.94,NEFT
T030481,A99999,15-09-2024,Debit,29047.86,NEFT
T030607,A99999,19-09-2024,Debit,57899.27,NEFT
T030613,A99999,06-08-2025,Debit,24628.74,ATM
T030650,A99999,15-03-2025,Debit,25695.63,UPI
T030652,A99999,26-07-2025,Debit,70245.11,IMPS
T030684,A99999,03-04-2025,Debit,17282.22,NEFT
T030724,A99999,13-01-2025,Debit,39855.28,UPI
T030796,A99999,06-02-2025,Debit,52206.18,IMPS
T030890,A99999,14-01-2026,Debit,50259.47,IMPS
T030905,A99999,15-04-2025,Credit,11887.0,UPI
T030941,A99999,06-04-2026,Credit,23124.17,ATM
T031069,A99999,28-06-2025,Debit,63911.55,IMPS
T031161,A99999,20-05-2024,Debit,51036.56,IMPS
T031167,A99999,01-07-2025,Credit,19828.72,UPI
T031295,A99999,06-11-2024,Credit,12081.93,ATM
T031307,A99999,01-06-2024,Debit,25553.54,ATM
T031339,A99999,09-02-2026,Credit,73634.33,NEFT
T031354,A99999,28-06-2025,Debit,85682.34,ATM
T031368,A99999,07-11-2025,Debit,82750.7,NEFT
T031377,A99999,10-09-2024,Debit,3247.88,IMPS
T031395,A99999,15-08-2025,Credit,41137.05,NEFT
T031440,A99999,21-04-2025,Debit,94442.3,NEFT
T031547,A99999,03-01-2025,Debit,40530.05,UPI
T031548,A99999,21-02-2026,Debit,30324.09,UPI
T031559,A99999,28-03-2025,Credit,-79530.69,IMPS
T031568,A99999,09-05-2024,Debit,65944.28,NEFT
T031599,A99999,12-01-2025,Credit,-16824.65,NEFT
T031627,A99999,29-08-2025,Debit,15342.32,NEFT
T031628,A99999,09-12-2025,Credit,34720.14,IMPS
T031689,A99999,05-11-2024,Debit,-12494.54,NEFT
T031704,A99999,06-03-2025,Debit,8527.21,ATM
T031754,A99999,12-09-2025,Credit,239.67,UPI
T031758,A99999,09-12-2024,Debit,6887.81,ATM
T031805,A99999,12-12-2025,Debit,44245.9,UPI
T031971,A99999,27-01-2025,Debit,49927.97,UPI
T031989,A99999,15-05-2025,Credit,98862.02,ATM
T032038,A99999,26-11-2025,Credit,28167.51,UPI
T032059,A99999,16-02-2026,Debit,31148.0,UPI
T032079,A99999,25-10-2025,Debit,42421.8,IMPS
T032139,A99999,05-12-2024,Credit,37746.71,IMPS
T032160,A99999,21-04-2026,Credit,74583.74,UPI
T032170,A99999,08-11-2025,Credit,55478.14,NEFT
T032220,A99999,26-10-2025,Debit,63368.42,UPI
T032331,A99999,23-05-2025,Credit,-37042.79,IMPS
T032351,A99999,12-04-2025,Debit,7237.06,NEFT
T032499,A99999,05-07-2024,Credit,11017.7,NEFT
T032542,A99999,22-07-2025,Credit,56322.54,UPI
T032579,A99999,06-08-2024,Debit,73569.25,NEFT
T032585,A99999,10-03-2025,Debit,26354.71,UPI
T032611,A99999,21-06-2024,Debit,4902.88,ATM
T032643,A99999,15-01-2025,Credit,36309.54,NEFT
T032674,A99999,24-12-2025,Debit,63891.03,NEFT
T032861,A99999,10-11-2025,Debit,82955.53,NEFT
T032900,A99999,28-11-2025,Debit,92867.71,NEFT
T032915,A99999,30-07-2024,Debit,20231.59,ATM
T033206,A99999,26-10-2025,Credit,9372.03,ATM
T033225,A99999,23-03-2025,Debit,99033.7,ATM
T033275,A99999,05-06-2024,Debit,14711.61,IMPS
T033342,A99999,28-10-2024,Credit,56291.4,NEFT
T033356,A99999,29-06-2025,Credit,25761.21,NEFT
T033367,A99999,20-08-2024,Credit,23936.64,UPI
T033368,A99999,08-04-2025,Debit,41750.46,IMPS
T033404,A99999,18-09-2025,Credit,27784.48,ATM
T033497,A99999,07-04-2025,Debit,7303.74,UPI
T033601,A99999,28-01-2026,Debit,81374.16,ATM
T033729,A99999,20-06-2025,Debit,54262.23,IMPS
T033765,A99999,27-10-2025,Debit,17817.23,UPI
T033770,A99999,15-08-2025,Debit,98595.58,IMPS
T033781,A99999,03-01-2025,Credit,66867.71,IMPS
T033782,A99999,18-08-2024,Credit,70531.55,NEFT
T033812,A99999,04-09-2024,Credit,92739.16,ATM
T033823,A99999,14-02-2025,Credit,94289.89,UPI
T033873,A99999,23-09-2024,Credit,58440.77,NEFT
T033942,A99999,03-06-2024,Credit,18879.3,NEFT
T033971,A99999,26-01-2025,Credit,29443.67,UPI
T033993,A99999,31-01-2026,Debit,91128.95,ATM
T033995,A99999,21-08-2024,Credit,39914.52,UPI
T033998,A99999,28-09-2024,Credit,51595.87,ATM
T034022,A99999,18-10-2025,Credit,34350.72,ATM
T034219,A99999,23-09-2024,Debit,77128.82,UPI
T034229,A99999,22-03-2025,Credit,57712.98,IMPS
T034369,A99999,13-08-2024,Credit,29074.65,NEFT
T034372,A99999,13-01-2025,Credit,28850.26,ATM
T034400,A99999,15-10-2025,Credit,62315.56,IMPS
T034434,A99999,26-12-2025,Debit,18867.83,UPI
T034539,A99999,23-02-2026,Debit,40524.18,IMPS
T034542,A99999,06-02-2025,Debit,95995.44,IMPS
T034546,A99999,31-01-2026,Credit,83016.48,NEFT
T034594,A99999,29-07-2025,Debit,40726.71,IMPS
T034596,A99999,12-05-2025,Credit,96547.94,NEFT
T034642,A99999,28-04-2025,Debit,87994.56,ATM
T034690,A99999,28-11-2024,Debit,54902.28,UPI
T034726,A99999,22-07-2024,Credit,20420.09,UPI
T034747,A99999,19-05-2024,Credit,20151.88,ATM
T034866,A99999,16-12-2024,Credit,92498.03,NEFT
T034945,A99999,13-10-2024,Debit,20344.38,UPI
T035043,A99999,30-06-2024,Credit,19020.69,UPI
T035060,A99999,30-06-2024,Credit,47786.03,ATM
T035167,A99999,10-01-2025,Debit,12689.52,IMPS
T035182,A99999,07-07-2025,Credit,38314.46,IMPS
T035434,A99999,31-12-2024,Credit,81822.23,IMPS
T035447,A99999,22-02-2026,Debit,12938.13,ATM
T035462,A99999,20-01-2025,Debit,51539.18,NEFT
T035498,A99999,26-12-2025,Debit,46346.97,NEFT
T035541,A99999,25-01-2025,Debit,41013.54,IMPS
T035542,A99999,18-03-2025,Debit,2146.62,IMPS
T035593,A99999,14-07-2024,Credit,30751.78,NEFT
T035598,A99999,10-05-2024,Credit,44733.95,ATM
T035630,A99999,13-09-2024,Debit,39540.67,ATM
T035651,A99999,07-10-2025,Debit,86315.02,UPI
T035693,A99999,03-10-2025,Credit,32997.81,UPI
T035738,A99999,15-05-2025,Debit,38934.33,IMPS
T035792,A99999,13-02-2026,Credit,10394.87,NEFT
T035817,A99999,20-04-2025,Credit,66604.44,UPI
T035843,A99999,12-10-2025,Credit,-2915.09,UPI
T035864,A99999,14-12-2024,Debit,43957.79,NEFT
T035964,A99999,21-12-2024,Credit,68313.44,NEFT
T035984,A99999,02-06-2024,Credit,91723.57,UPI
T036057,A99999,03-01-2026,Debit,13671.45,ATM
T036109,A99999,11-03-2025,Debit,69200.01,IMPS
T036143,A99999,31-07-2024,Debit,54587.17,ATM
T036155,A99999,24-04-2025,Debit,14490.54,IMPS
T036202,A99999,29-08-2025,Debit,18197.52,IMPS
T036228,A99999,19-02-2025,Credit,72039.66,ATM
T036286,A99999,11-07-2025,Debit,67523.48,UPI
T036293,A99999,14-03-2026,Credit,20001.02,IMPS
T036302,A99999,21-10-2025,Debit,76519.08,NEFT
T036384,A99999,08-07-2025,Debit,14312.35,UPI
T036406,A99999,22-02-2026,Debit,16566.63,ATM
T036492,A99999,23-12-2024,Credit,59726.29,NEFT
T036547,A99999,04-10-2025,Credit,1361.04,UPI
T036564,A99999,07-05-2024,Debit,88510.15,ATM
T036704,A99999,23-11-2024,Credit,11086.9,NEFT
T036711,A99999,30-04-2025,Debit,91237.89,IMPS
T036896,A99999,20-02-2025,Debit,79014.19,NEFT
T036964,A99999,02-03-2026,Credit,90300.01,ATM
T036992,A99999,22-08-2024,Debit,9666.54,NEFT
T037152,A99999,08-08-2024,Debit,1366.94,UPI
T037166,A99999,24-09-2024,Credit,78845.93,ATM
T037198,A99999,26-02-2026,Credit,80726.07,IMPS
T037199,A99999,16-12-2025,Credit,3318.78,UPI
T037320,A99999,17-09-2025,Credit,35270.69,ATM
T037349,A99999,21-12-2025,Credit,73571.97,IMPS
T037362,A99999,19-05-2025,Debit,92854.73,NEFT
T037387,A99999,30-01-2025,Credit,37492.95,IMPS
T037568,A99999,21-02-2025,Debit,13923.65,ATM
T037662,A99999,02-06-2024,Credit,2222.01,IMPS
T037770,A99999,19-03-2025,Credit,60535.29,ATM
T037782,A99999,01-03-2026,Credit,29519.56,UPI
T037786,A99999,10-12-2025,Debit,6145.46,IMPS
T037807,A99999,06-08-2024,Credit,94604.1,NEFT
T037818,A99999,27-04-2024,Credit,51209.42,UPI
T037918,A99999,27-08-2024,Credit,61059.38,IMPS
T038011,A99999,29-08-2025,Debit,7160.44,UPI
T038061,A99999,04-03-2026,Credit,38776.73,IMPS
T038123,A99999,02-08-2024,Credit,19067.09,IMPS
T038192,A99999,17-02-2025,Credit,12503.63,IMPS
T038193,A99999,27-08-2024,Credit,71915.0,IMPS
T038225,A99999,19-04-2025,Debit,-3718.27,ATM
T038247,A99999,24-07-2025,Debit,54785.72,NEFT
T038255,A99999,13-03-2025,Debit,32388.96,ATM
T038271,A99999,09-06-2025,Credit,62392.88,IMPS
T038324,A99999,20-04-2026,Credit,81489.19,IMPS
T038400,A99999,18-07-2025,Credit,38332.7,UPI
T038412,A99999,28-10-2024,Debit,13549.47,ATM
T038479,A99999,15-01-2026,Credit,51460.09,ATM
T038560,A99999,03-12-2024,Debit,93830.06,IMPS
T038576,A99999,11-09-2025,Credit,36846.7,NEFT
T038621,A99999,24-05-2024,Credit,36710.12,ATM
T038728,A99999,12-01-2026,Debit,66018.19,UPI
T038799,A99999,14-12-2024,Debit,19942.57,ATM
T038843,A99999,04-10-2025,Credit,99169.72,NEFT
T038877,A99999,02-06-2025,Credit,19865.12,ATM
T038909,A99999,22-02-2025,Debit,75227.72,IMPS
T039024,A99999,29-08-2024,Credit,59675.23,ATM
T039068,A99999,11-05-2024,Credit,23094.54,UPI
T039097,A99999,17-02-2025,Credit,57181.66,NEFT
T039098,A99999,06-07-2025,Credit,40834.54,IMPS
T039140,A99999,22-05-2025,Credit,54843.58,IMPS
T039181,A99999,07-06-2025,Debit,86144.75,UPI
T039233,A99999,29-01-2026,Credit,63071.41,IMPS
T039275,A99999,13-02-2026,Credit,28977.85,ATM
T039285,A99999,12-01-2025,Credit,66218.77,IMPS
T039305,A99999,15-11-2024,Credit,52418.53,IMPS
T039327,A99999,11-12-2025,Debit,30642.59,ATM
T039450,A99999,31-10-2025,Credit,38562.49,ATM
T039504,A99999,10-03-2026,Credit,24219.34,ATM
T039670,A99999,26-03-2026,Credit,58266.7,NEFT
T039726,A99999,08-06-2025,Credit,26106.13,ATM
T039771,A99999,16-08-2024,Debit,27882.59,ATM
T039825,A99999,23-10-2025,Debit,79350.54,UPI
T039828,A99999,24-11-2025,Debit,83114.99,UPI
T039850,A99999,29-05-2025,Debit,51037.2,IMPS
T039861,A99999,20-12-2024,Credit,65854.62,IMPS
