customer_id,loan_amount,balance
C08805,4703272.86,83151.73
C08805,4703272.86,168186.27
C08805,4703272.86,270876.69
C08805,4703272.86,374810.52
C04703,3821858.84,57840.96
C08588,4237685.82,31581.94
C08111,2129285.25,96976.84
C04893,4632680.8,264687.0
C03810,3963195.84,189453.7
C11224,4781809.03,342338.7
C11224,4781809.03,425021.3
C01218,1789842.25,-426840.24
C01218,1789842.25,82331.91
C02924,1944833.2,191572.72
C04816,2484488.19,147951.21
C04816,2484488.19,214535.01
C09859,3540137.4,100799.3
C02060,3369854.36,70083.07
C02060,3369854.36,94616.97
C05040,3830824.39,211131.89
C10305,3002669.11,68882.87
C00323,4834849.08,450960.42
C07511,502692.8,15415.67
C03704,1941542.8,67596.48
C06027,3435072.85,218485.94
C00742,3203327.04,107723.32
C00742,3203327.04,307317.43
C00742,3203327.04,313741.98
C02501,4692885.98,106213.8
C05452,3745579.39,357972.74
C06770,3036869.75,54447.38
C06770,3036869.75,156098.46
C01002,2221268.83,11254.69
C03022,4434904.75,332282.56
C03022,4434904.75,412108.53
C03243,2132369.7,42255.89
C00921,4609376.22,399559.55
C03243,3410818.29,42255.89
C10769,3178792.61,82743.56
C09602,4877047.17,50228.62
C09602,4877047.17,110649.7
C10532,3552529.74,292165.93
C10532,3552529.74,317395.01
C03522,4845324.0,253276.96
C03522,4845324.0,285930.73
C09803,3274808.18,19955.76
C05225,573071.69,48990.82
C05225,573071.69,52227.27
C07684,3410059.42,15751.98
C08447,3724438.82,126221.84
C01684,4135056.06,282535.1
C01684,4135056.06,314298.88
C04811,3446732.33,134962.57
C05146,4547087.48,257394.57
C05146,4547087.48,257430.0
C05146,4547087.48,343498.6
C00354,3668495.71,-366176.81
C00354,3668495.71,181594.94
C00354,3668495.71,357685.83
C07455,3395849.77,-178032.31
C04190,2193156.04,202579.72
C04723,4677234.73,26136.34
C09628,3462819.32,115132.33
C09628,3462819.32,325494.69
C04112,4126318.05,105783.2
C09189,2828276.58,233900.89
C09189,2828276.58,266338.91
C05343,3140610.42,150234.17
C05343,3140610.42,254866.02
C06788,1006925.08,-463301.71
C09214,3933873.88,185372.28
C09214,3933873.88,197691.13
C09214,3933873.88,228049.9
C01016,3760759.07,231156.26
C07703,419988.88,19495.5
C02702,1976212.7,110372.76
C02431,1150494.39,-55764.59
C02431,1150494.39,35398.71
C06496,4684848.76,75823.16
C06496,4684848.76,361385.24
C06496,4684848.76,365238.58
C08254,4051263.76,49047.72
C08254,4051263.76,180694.19
C08254,4051263.76,289070.4
C05727,1236719.0,18662.74
C09003,1208342.76,52766.66
C09003,1208342.76,57979.77
C00773,2405391.28,90139.26
C02281,3789347.57,82171.82
C06790,1903465.88,96286.84
C11706,4389064.66,90616.05
C05148,3754597.49,243689.97
C05148,3754597.49,326339.56
C09809,899389.41,14966.49
C01799,3158812.87,86891.78
C08628,4379724.16,381741.15
C03346,2507586.99,132121.76
C03346,2507586.99,180159.24
C08001,4658592.77,100308.15
C08001,4658592.77,204752.13
C01997,1709297.02,102621.34
C10018,4060024.71,395184.95
C02501,3125157.79,106213.8
C06015,1419605.63,9850.33
C10655,3799689.14,186312.2
C09556,3297801.35,278902.53
C11527,1552622.08,-274918.74
C07676,3808142.66,366750.57
C11678,4190359.49,-406416.75
C11678,4190359.49,176239.89
C03352,4305612.34,43804.56
C03352,4305612.34,426663.1
C06947,4964400.43,5876.69
C11864,1957398.53,4901.76
C11896,4806461.25,338456.37
C11896,4806461.25,371290.16
C11163,4897071.02,256414.33
C03852,3437485.74,14808.94
C03852,3437485.74,333915.89
C07870,1780251.1,120863.4
C08584,3134619.88,23334.24
C08584,3134619.88,228033.27
C08409,4910072.5,316069.03
C07587,2642921.38,136451.73
C07587,2642921.38,247186.57
C01838,3460788.92,195622.08
C07740,3340749.16,-290614.22
C07740,3340749.16,124400.41
C07740,3340749.16,332938.5
C09819,2519881.1,108207.28
C09541,2421982.44,147355.15
C06387,3282995.62,148559.35
C10783,2321090.61,227615.12
C11322,4330304.36,70809.48
C04987,2504866.14,205298.98
C03445,3587205.38,152336.23
C11838,4222897.07,400234.57
C09904,2442430.98,69878.04
C08137,3757808.46,197640.76
C09424,4895889.23,213771.11
C05522,3809510.06,121301.65
C07591,4450136.6,144247.94
C08962,1997005.12,35078.51
C09177,2360583.86,78886.54
C03349,2982008.8,259676.47
C04362,1625547.78,119487.41
C11703,2895671.34,117162.0
C11703,2895671.34,123004.77
C11703,2895671.34,274971.45
C04055,3338175.31,186512.35
C10376,4685264.91,225694.85
C02802,3894307.76,320421.8
C02344,2516267.68,23687.23
C01184,4222832.99,292115.97
C06841,3989674.05,214275.24
C06841,3989674.05,250305.05
C01181,2747046.78,9787.58
C01181,2747046.78,116921.56
C03304,4726048.16,109327.21
C05403,3179974.71,191357.66
C04031,888202.89,41655.59
C06194,594275.33,45011.43
C09624,4357600.42,19119.88
C10103,2156170.86,87097.84
C05895,4610706.61,379679.24
C09380,2919967.26,7912.18
C06306,212891.44,-375201.94
C00264,777554.19,-466034.21
C06885,230411.32,1841.72
C02964,3630966.05,343679.82
C10537,1374792.21,56189.43
C01384,1935572.64,62731.72
C01967,4880041.61,118387.37
C01967,4880041.61,260895.12
C08584,871184.26,23334.24
C07456,3276657.41,162675.05
C04019,4767734.65,126095.33
C02014,4476315.68,148037.79
C08162,3147873.87,82131.01
C07868,1139046.73,-208347.09
C04232,3069333.05,15145.51
C04232,3069333.05,113376.88
C08800,1961802.05,65901.69
C03999,4480484.01,12826.59
C03999,4480484.01,381010.31
C04988,1242171.58,72287.0
C07250,3782318.14,-435886.41
C09790,3466853.04,192422.85
C05567,4321119.77,225700.57
C00927,3770459.88,290708.34
C06977,2710632.42,105075.38
C02761,4530476.83,279082.42
C08390,4545525.38,385784.72
C02706,4452895.03,422829.78
C05532,834234.21,42179.88
C05989,4271761.69,331881.96
C06822,1672256.59,41028.73
C03879,526212.23,-294289.87
C00097,2146976.63,-285621.9
C00940,2354894.25,44575.36
C03357,2846483.45,173376.8
C11719,4677060.1,420978.3
C01794,4523261.97,227191.2
C10158,2161210.52,54592.64
C01492,1072660.98,107168.65
C08974,2832846.72,-335943.8
C04575,335108.71,21549.24
C10206,4592786.85,130479.68
C02608,1669772.15,117501.95
C02608,1669772.15,121954.62
C06946,3624965.45,6947.58
C02702,4237528.05,110372.76
C01529,4657616.83,382246.41
C01529,4657616.83,416091.94
C11906,4801170.73,233074.69
C09056,583030.49,16579.61
C09512,4339465.47,178060.48
C08794,2755002.44,136915.76
C08794,2755002.44,269878.58
C07331,1765863.13,2618.3
C01745,4287958.55,314570.86
C10803,1475809.49,74299.55
C10803,1475809.49,109541.18
C08454,3030932.97,110203.95
C08454,3030932.97,195394.06
C10074,2043501.78,60497.98
C10074,2043501.78,137614.36
C06998,2790011.0,85625.69
C11757,4697373.01,-254530.35
C11757,4697373.01,286463.94
C08488,1599879.91,78416.37
C08732,4733534.66,366135.36
C07160,2437599.75,36892.78
C07160,2437599.75,76977.9
C07160,2437599.75,124114.93
C07160,2437599.75,201225.54
C05196,2890223.34,69391.75
C05196,2890223.34,173758.36
C03025,3091053.23,148736.04
C08997,3656862.56,52693.99
C08997,3656862.56,89162.42
C01996,3674410.82,98707.64
C01996,3674410.82,244877.75
C01996,3674410.82,344505.23
C07060,2909308.06,8135.97
C07060,2909308.06,283052.52
C03588,4740656.22,266636.03
C03588,4740656.22,445304.44
C03588,4740656.22,460132.19
C03588,4740656.22,471075.91
C06506,1672309.95,121583.99
C08750,4928984.09,477814.68
C00937,4694430.35,57631.1
C00937,4694430.35,91479.22
C00937,4694430.35,281569.0
C06222,4315826.47,184562.64
C09208,4070212.59,64245.71
C09208,4070212.59,372347.36
C06567,4474405.68,223741.62
C05244,3922352.19,349302.53
C09491,4610865.01,253886.3
C09491,4610865.01,431308.74
C02424,2037719.25,112653.12
C10483,4102023.7,285916.95
C09255,4050337.52,139523.01
C09255,4050337.52,151428.23
C08780,4024181.94,287078.94
C04212,1976524.79,196293.2
C11737,4376135.69,239401.36
C06252,4699852.34,128212.59
C06252,4699852.34,179912.78
C10171,4246469.13,239652.85
C06008,2726995.95,183014.62
C00694,2474783.29,20773.98
C06860,3255319.48,178642.72
C09630,3863197.6,13162.79
C09630,3863197.6,128442.78
C04633,4065919.63,316781.22
C08121,4936706.4,372186.91
C08268,4020982.75,238913.51
C08280,2080370.67,4914.94
C04023,1413420.74,111687.02
C04713,4956373.86,92098.31
C04713,4956373.86,130807.02
C04713,4956373.86,445046.17
C08916,2591567.96,96449.91
C02419,3095657.26,180226.75
C06444,3949841.37,152421.25
C09711,4998441.86,195779.16
C09711,4998441.86,481355.22
C08249,1396158.26,47889.12
C08249,1396158.26,106694.17
C11759,2837515.24,47611.57
C08794,2316603.4,136915.76
C07678,3732708.08,214302.43
C04253,1881196.41,149504.94
C00694,627456.79,20773.98
C06456,2020652.6,68585.8
C06943,4757549.07,159348.52
C09671,3256583.23,-492673.49
C11282,2803303.99,262140.32
C04404,3915984.18,44863.32
C04404,3915984.18,247201.04
C03828,4189912.77,373723.1
C03828,4189912.77,390578.18
C05841,2557085.41,-173936.99
C05841,2557085.41,117357.95
C07964,4114975.69,19098.49
C10865,1726131.5,165871.93
C03423,1196867.89,20477.42
C03423,1196867.89,43811.75
C09747,1130117.27,-14342.95
C03324,3100395.16,87379.69
C10102,2984158.62,131187.18
C10102,2984158.62,155396.75
C10102,2984158.62,244805.93
C04350,1927071.32,188660.84
C06046,2676920.37,188802.66
C01258,3637567.08,321823.77
C11179,4758030.36,80581.35
C11179,4758030.36,289513.92
C11179,4758030.36,322192.31
C11179,4758030.36,322502.12
C11693,3820520.28,153205.44
C04448,4504461.35,141278.96
C03919,4213633.68,347978.88
C00179,89319.47,5124.86
C09901,4641718.2,121347.2
C09901,4641718.2,215808.7
C09901,4641718.2,241362.9
C04100,4885076.29,130181.99
C00767,3560259.09,110803.5
C08408,3923616.2,129899.04
C07757,4896243.7,190983.73
C07339,4940757.74,182299.51
C00335,4014216.44,23227.89
C00335,4014216.44,234550.44
C00335,4014216.44,339505.69
C05203,2491218.48,176319.52
C07612,4759623.96,53377.52
C07612,4759623.96,109307.1
C04324,2258001.66,139603.47
C04324,2258001.66,167500.02
C04602,4244542.98,18547.48
C01695,2698510.51,169314.7
C01695,2698510.51,248682.61
C02360,2969531.84,209245.27
C00700,4086652.73,333701.74
C08085,3067461.78,97412.82
C00375,3070368.22,81002.53
C05543,2277054.19,194888.74
C11814,3060392.8,11224.69
C11814,3060392.8,76157.76
C06982,4326977.34,2717.16
C06982,4326977.34,35739.54
C04857,1610660.38,111169.01
C03432,3793489.25,183340.32
C03432,3793489.25,362887.67
C10758,3293008.32,132757.91
C09342,3524674.3,45475.95
C09342,3524674.3,58363.7
C06238,4133385.72,194085.66
C06238,4133385.72,245190.34
C04616,4338246.78,290588.77
C04616,4338246.78,376874.74
C10265,4711097.56,9699.4
C10265,4711097.56,92582.53
C10265,4711097.56,110326.4
C09286,3186758.45,209755.74
C08120,4370255.11,27397.19
C08120,4370255.11,151308.3
C08120,4370255.11,407770.45
C02531,3824117.95,236356.33
C07673,3529699.78,226851.65
C09151,3720152.6,3064.5
C05767,4711445.36,248573.17
C03724,3915687.67,255361.89
C03724,3915687.67,323406.38
C09434,3949762.54,17150.88
C09434,3949762.54,26378.09
C09434,3949762.54,133065.57
C01592,4297974.56,178499.39
C01592,4297974.56,277720.6
C01592,4297974.56,385913.4
C11725,4517512.25,428520.45
C09941,4354022.0,130736.19
C09941,4354022.0,383773.8
C09941,4354022.0,431952.05
C04608,3392803.49,160243.08
C11678,3156421.83,-406416.75
C11678,3156421.83,176239.89
C09379,4611991.93,135859.21
C09379,4611991.93,290762.15
C08801,3390738.83,187940.74
C11813,3833800.28,28644.68
C07928,4260719.59,402384.19
C06319,1844019.81,156541.96
C05718,4101743.2,-410578.95
C09380,3364804.43,7912.18
C09380,3364804.43,330281.4
C11148,3385483.8,114846.6
C07920,3852706.96,113909.36
C07920,3852706.96,214504.41
C09396,2039327.91,49468.51
C10077,1666376.41,109922.04
C06168,3666302.51,158715.95
C04087,4778367.36,374373.32
C11536,3951915.42,285676.78
C10172,1842790.85,9664.45
C11052,4042613.21,128267.19
C05334,1497119.33,-374436.73
C05334,1497119.33,116577.46
C06975,4846487.4,313544.52
C01588,1493103.13,115370.41
C01588,1493103.13,137885.11
C06089,3161637.06,-146486.75
C06089,3161637.06,221883.93
C06089,3161637.06,247138.66
C06089,3161637.06,256068.02
C10691,3810938.18,42717.38
C10691,3810938.18,307703.66
C03335,2870455.73,177438.46
C03335,2870455.73,221658.18
C03823,379408.19,32096.95
C02118,4401001.46,39367.78
C07527,4622649.01,-122612.44
C07527,4622649.01,429636.54
C07527,4622649.01,432547.65
C07527,4622649.01,433216.15
C02871,4709203.45,79550.64
C02871,4709203.45,459875.14
C04109,3643518.88,249498.14
C02508,3537733.44,255853.5
C08571,451486.1,20074.93
C06860,1924021.42,178642.72
C07323,2837613.29,5358.21
C02523,1248346.41,13934.04
C06255,4183914.95,277315.17
C03815,1405851.15,89632.68
C03823,357674.91,32096.95
C03082,4097231.67,238307.26
C01261,4949081.04,350611.31
C03241,4325572.57,136785.47
C11400,3600012.97,235153.11
C11400,3600012.97,245499.14
C02322,3805642.62,229435.96
C01711,4422771.89,401552.6
C10413,3240396.68,-230044.27
C10413,3240396.68,54627.7
C10413,3240396.68,151449.31
C10413,3240396.68,320983.13
C06097,4391631.45,53407.53
C06097,4391631.45,84690.64
C06097,4391631.45,212781.47
C06097,4391631.45,308207.06
C04834,3601920.25,300545.38
C04428,2009283.56,45904.41
C04428,2009283.56,85329.94
C04178,4137434.36,266013.04
C04178,4137434.36,330560.07
C00332,4544757.54,62547.84
C00332,4544757.54,411623.02
C00332,4544757.54,450890.67
C08682,2745871.82,262609.55
C04777,4708309.11,239385.12
C04777,4708309.11,243351.73
C10063,4730263.25,102825.05
C10063,4730263.25,138524.63
C07567,3562639.5,64550.99
C03770,1587063.97,156393.6
C04142,3174130.51,109978.36
C06812,3008219.7,-206163.42
C06812,3008219.7,102697.5
C06812,3008219.7,233344.28
C06040,1286322.54,38835.53
C08566,2046125.03,159724.64
C07438,3779386.84,-328378.04
C07438,3779386.84,243721.63
C06838,2194041.36,60684.12
C06838,2194041.36,97833.89
C10921,3977502.57,95371.39
C01638,4895918.01,92313.5
C01638,4895918.01,212965.33
C01638,4895918.01,228307.53
C01638,4895918.01,458753.12
C03809,4673030.63,147899.54
C03809,4673030.63,240194.49
C02859,3832383.63,61769.08
C02859,3832383.63,376452.06
C04611,2876176.39,190601.12
C10258,2893953.19,9212.02
C08234,2407334.17,42665.75
C08234,2407334.17,112913.17
C08234,2407334.17,217460.35
C00078,4537737.76,262267.37
C00078,4537737.76,264922.0
C00078,4537737.76,414009.29
C11485,3571229.85,93727.09
C11485,3571229.85,112844.29
C02085,1736506.22,10724.47
C02683,4413625.9,438772.71
C08810,3804907.33,107013.66
C08810,3804907.33,262373.01
C08810,3804907.33,330489.4
C08810,3804907.33,373940.88
C04902,3016161.23,-336508.85
C11649,1704517.04,138515.1
C02551,1105390.35,85773.69
C11249,1626962.13,-298441.14
C11124,1539512.11,-354263.45
C00083,3957324.43,14049.69
C00083,3957324.43,224620.73
C10388,1860222.7,53153.47
C10813,1965350.59,113435.13
C05239,3762150.96,112331.4
C05239,3762150.96,219243.39
C10573,3732943.42,132508.11
C01691,3265950.14,-272293.96
C01691,3265950.14,209645.5
C11548,4219036.5,89182.38
C11548,4219036.5,294623.61
C03981,4860239.59,312298.63
C09798,3788098.41,208402.36
C09798,3788098.41,294609.2
C01759,1760192.57,56999.81
C01759,1760192.57,167090.01
C01970,3101046.14,165348.91
C01712,4498587.54,82662.43
C00274,4528858.9,313643.13
C00274,4528858.9,434039.05
C02019,2844426.24,14069.6
C11670,4683290.18,375989.09
C00153,4329958.06,70459.63
C08856,4399355.61,-167160.21
C08856,4399355.61,379632.34
C11759,819852.06,47611.57
C04679,2482627.63,141888.03
C04679,2482627.63,246201.35
C04610,3195712.43,-66378.46
C04610,3195712.43,890.67
C04610,3195712.43,113087.56
C10411,4600232.56,82691.73
C10411,4600232.56,121257.75
C05793,3019294.34,50854.15
C05793,3019294.34,161313.58
C05793,3019294.34,169718.31
C05425,2654958.09,103613.74
C05425,2654958.09,125136.32
C06983,4632574.92,168790.62
C06983,4632574.92,199428.0
C06983,4632574.92,223239.22
C06983,4632574.92,226386.27
C09933,4791342.5,17703.28
C09933,4791342.5,181962.75
C07253,3063812.55,146340.64
C02239,3259020.44,12671.86
C09798,3409916.79,208402.36
C09798,3409916.79,294609.2
C08472,3463536.14,213917.2
C05590,4840587.87,430525.25
C05590,4840587.87,449849.51
C05590,4840587.87,480383.6
C03194,3509476.72,127348.98
C02180,1462613.19,3509.76
C02180,1462613.19,66031.68
C03215,1823493.8,48532.72
C05495,2773624.14,58824.42
C11505,1729233.49,138930.63
C06158,3945382.65,366316.64
C08836,3290579.67,242050.45
C01756,4612962.01,291226.17
C02965,4183134.17,47821.22
C02965,4183134.17,295324.23
C02965,4183134.17,381719.03
C02965,4183134.17,394710.93
C02601,4541563.06,332564.74
C01720,4471706.13,248198.25
C01720,4471706.13,260642.84
C09869,3438817.04,184555.21
C09869,3438817.04,252869.45
C11624,3276175.26,133929.78
C11624,3276175.26,220105.22
C03329,2845759.71,96992.28
C03329,2845759.71,113778.49
C03329,2845759.71,194394.32
C03870,2832711.21,-94166.74
C03870,2832711.21,152708.08
C10169,2731743.32,46024.15
C09684,4270679.2,59804.19
C01313,1286868.47,84043.01
C06510,2555832.39,128124.01
C06510,2555832.39,178176.55
C11018,1216951.25,53058.62
C10281,4874802.2,225823.36
C03329,2033252.84,96992.28
C03329,2033252.84,113778.49
C03329,2033252.84,194394.32
C04806,3185520.75,286349.05
C04540,933077.03,17233.98
C10293,3017203.3,147594.92
C04461,1156840.3,24785.28
C01361,4036574.57,216423.23
C05314,3682063.83,357287.52
C05349,2286099.38,41054.26
C06445,2659713.45,-117548.3
C06445,2659713.45,58454.75
C11164,4684928.28,161727.36
C11164,4684928.28,306823.27
C03465,966338.87,29052.04
C06122,4763688.94,132398.53
C06122,4763688.94,197047.28
C06122,4763688.94,399602.24
C10419,2250225.35,97656.95
C06888,4189497.15,89495.39
C05612,2092795.78,4670.94
C07920,4782114.62,113909.36
C07920,4782114.62,214504.41
C06708,2174539.55,87683.45
C09102,3077618.71,186230.66
C08595,199885.34,-137804.26
C07308,3751411.36,40054.65
C08176,4565625.68,377167.98
C10562,1053708.53,78700.12
C00890,1495538.41,97858.51
C10040,1357131.11,72200.82
C04151,3465152.91,204773.26
C00047,3244848.38,149157.91
C00047,3244848.38,191843.24
C00047,3244848.38,279278.8
C01815,3568566.82,155365.09
C04826,1335619.3,9147.4
C01525,4825946.64,31135.4
C01525,4825946.64,236522.71
C04791,2328942.83,-214736.8
C02789,1878878.6,130918.12
C01417,4209473.95,411380.8
C07776,3744588.76,258164.99
C02238,1628312.3,77666.56
C02238,1628312.3,122919.84
C11280,3726063.12,47949.79
C07406,1000029.08,95103.49
C02036,4304939.7,324382.46
C02036,4304939.7,324670.7
C04921,2362302.89,214447.2
C09654,3964740.29,292932.07
C06977,4876097.91,105075.38
C08322,4547999.97,229007.95
C08322,4547999.97,391501.44
C03407,1997632.78,17154.27
C11393,2768635.56,144931.68
C06733,399021.64,-368402.38
C10947,2179038.2,117498.67
C04866,2697229.35,205435.71
C11160,3421403.61,197980.14
C03929,4856252.08,248964.72
C05913,4489101.56,-382919.38
C05913,4489101.56,440224.3
C01777,4023684.42,301103.54
C01777,4023684.42,328119.48
C01777,4023684.42,386814.11
C10608,3640019.85,164259.78
C00649,4021794.66,7067.28
C00649,4021794.66,61775.04
C09528,1607934.89,-26183.09
C03595,2803261.24,270238.32
C02423,1006351.83,-296672.9
C01267,1748463.72,47178.07
C01267,1748463.72,142035.33
C09884,3132620.33,19157.14
C09884,3132620.33,189353.16
C06894,2507275.45,49989.93
C01788,1598461.97,92713.12
C02467,4003542.99,68454.97
C08560,2913036.81,241540.74
C10665,4406315.92,320676.06
C07172,3472421.08,156731.67
C08294,4499754.65,96750.9
C05273,2580407.75,208645.16
C00086,3169343.91,152951.49
C00086,3169343.91,239205.25
C07932,1667367.72,4367.02
C07932,1667367.72,12451.31
C11596,3207918.35,135538.37
C11596,3207918.35,145475.89
C11596,3207918.35,285785.64
C10290,2422966.75,148968.89
C10290,2422966.75,191091.0
C11453,3958345.79,169614.75
C06858,1762263.96,107124.27
C01863,2787670.76,150558.87
C01863,2787670.76,272413.58
C04352,1908201.91,67121.21
C06750,3707500.36,159109.64
C01144,3974392.11,196748.66
C01144,3974392.11,310496.33
C05969,2284641.87,173108.31
C05529,2752491.99,-308457.95
C11827,3930557.2,377934.28
C05721,3301368.83,89588.73
C06696,2903527.08,248061.78
C08621,4902083.54,379291.22
C07235,4647241.8,61059.53
C07235,4647241.8,115119.93
C01017,4269650.22,391481.89
C01930,2587599.5,186810.7
C03945,2157708.42,169170.71
C06338,1475782.02,77541.15
C05676,4346918.52,412735.11
C01779,3605594.2,198547.03
C00021,3184262.42,138900.4
C00021,3184262.42,253005.05
C00847,4745998.34,153183.86
C00847,4745998.34,241319.08
C00847,4745998.34,377840.42
C09556,3462054.63,278902.53
C08972,4390019.1,162881.13
C08972,4390019.1,246494.17
C08972,4390019.1,381843.56
C07214,3257072.65,93548.72
C07214,3257072.65,192891.04
C05557,3061714.18,216858.46
C05907,4561268.73,324417.64
C03516,3087986.53,190520.66
C05090,2875080.94,154751.15
C02467,2229885.87,68454.97
C09753,3412197.51,71922.99
C09753,3412197.51,230273.46
C01260,4573826.26,285195.89
C03400,1919929.91,51198.15
C06654,3675700.68,223293.09
C08807,4647389.34,26903.88
C08807,4647389.34,106981.55
C09725,3080988.34,22014.47
C09725,3080988.34,216003.32
C09743,2662509.9,98109.98
C07817,4049029.86,54849.23
C07817,4049029.86,394287.85
C01512,4601077.2,94452.45
C11302,2335845.19,6488.78
C11302,2335845.19,33217.26
C11302,2335845.19,169481.62
C09292,4801448.46,187459.77
C02111,2972087.62,98457.92
C02111,2972087.62,165777.81
C03589,1375708.36,137538.49
C05389,4152660.99,371093.66
C01710,2252552.72,-53310.03
C01710,2252552.72,166957.61
C03963,4887863.02,473590.2
C01425,3443644.17,-266656.39
C05352,4564068.93,401944.37
C05352,4564068.93,410179.15
C07448,857482.48,3220.32
C11279,2909724.22,65070.37
C00828,2785902.37,121013.75
C02742,4398284.71,298143.83
C02742,4398284.71,347805.92
C02742,4398284.71,437859.11
C07594,1768085.11,35191.29
C07733,4996901.7,466174.77
C08923,995127.52,36947.21
C01808,3771795.44,58712.14
C01808,3771795.44,230032.05
C08234,499294.06,42665.75
C02281,1403563.56,82171.82
C03506,4477156.99,343754.21
C03506,4477156.99,375769.89
C03506,4477156.99,407127.06
C03506,4477156.99,412352.29
C04627,4351831.41,109361.75
C04627,4351831.41,144882.21
C04627,4351831.41,374519.39
C06962,2934517.48,83569.69
C02660,2682043.59,267021.32
C09742,1987163.9,80291.19
C00131,4847535.86,112678.41
C00131,4847535.86,354206.83
C08723,3995989.78,-158728.72
C08723,3995989.78,118298.49
C08723,3995989.78,220900.29
C08723,3995989.78,234754.8
C09102,4173669.33,186230.66
C09102,4173669.33,348851.93
C09102,4173669.33,390483.27
C10519,3134183.65,244076.23
C11316,1431266.39,29670.94
C01274,3979207.56,283010.93
C01274,3979207.56,364387.37
C04060,4839175.81,209363.6
C04060,4839175.81,262411.91
C04060,4839175.81,408499.5
C04060,4839175.81,410756.24
C09104,3608792.14,124495.92
C09013,3177350.4,-53674.39
C11065,4123312.86,361062.65
C11065,4123312.86,398406.06
C05536,4763911.21,3642.97
C05536,4763911.21,16495.96
C05536,4763911.21,423138.38
C05536,4763911.21,445930.35
C01732,3405645.01,224871.87
C01732,3405645.01,251466.68
C11035,3455438.67,35244.69
C04500,4022092.98,188547.26
C04500,4022092.98,291916.03
C04500,4022092.98,355611.45
C06256,3182852.34,237348.93
C03297,2467974.38,193851.33
C09033,315156.62,18838.06
C06412,4105899.34,39131.47
C06412,4105899.34,228687.02
C06412,4105899.34,352943.93
C06412,4105899.34,396994.37
C07172,3493220.31,156731.67
C04421,2726320.98,623.58
C04421,2726320.98,88928.41
C04421,2726320.98,116627.34
C10315,4247724.1,316896.09
C09010,4049554.68,139505.68
C09010,4049554.68,374648.4
C10141,3783985.82,100986.47
C11570,4960904.87,51016.88
C11570,4960904.87,51406.5
C11570,4960904.87,61529.92
C11570,4960904.87,194515.08
C11570,4960904.87,484916.14
C07815,3394149.24,66997.02
C07815,3394149.24,254406.13
C06329,4632356.47,141502.38
C06329,4632356.47,265179.55
C01830,2489138.07,245384.9
C10161,1210055.85,99082.14
C10161,1210055.85,118015.32
C01925,2087222.4,120720.15
C01925,2087222.4,134525.37
C07872,4688689.53,65554.46
C07872,4688689.53,330901.17
C07872,4688689.53,408972.14
C06249,3318299.83,72646.92
C04715,4092198.6,10716.97
C05160,2670547.66,16666.5
C05160,2670547.66,166607.58
C00621,2260242.79,141567.45
C04594,3581165.2,190223.41
C11194,4115305.48,93985.92
C11194,4115305.48,180423.54
C11194,4115305.48,195469.69
C05802,4975894.96,-92161.14
C07273,1762571.18,19512.25
C07273,1762571.18,83814.48
C00121,4243057.46,297682.9
C00121,4243057.46,322501.17
C08032,1526872.88,33908.39
C06208,3218749.65,51704.92
C02754,2084849.68,130201.12
C06423,3861681.46,18425.37
C08778,2897125.15,120671.8
C00435,2313560.73,131667.47
C07006,4863155.18,29137.84
C10058,4573487.25,133932.62
C10058,4573487.25,338988.25
C10058,4573487.25,382876.47
C10058,4573487.25,412749.68
C11775,2456232.79,230721.44
C01588,2568422.4,115370.41
C01588,2568422.4,137885.11
C03493,2278066.72,194717.41
C00359,3301974.74,202863.91
C01897,2619269.9,163.54
C01897,2619269.9,50871.82
C01078,1801568.53,81343.92
C09910,3828554.04,93675.58
C07832,2789321.04,223332.0
C00941,3717483.68,32692.41
C00941,3717483.68,211976.15
C05002,1638418.98,136.1
C01803,4355236.47,276034.7
C01803,4355236.47,290616.46
C01803,4355236.47,315338.03
C11601,1431986.31,25225.29
C04723,4211424.57,26136.34
C09868,2873151.44,171843.72
C09868,2873151.44,257669.92
C11064,2840545.71,74452.27
C09386,2703270.58,171483.18
C10132,1506586.31,75190.25
C03816,1238909.19,120253.43
C04230,3129051.82,311551.58
C11184,869956.43,37390.76
C02759,1684597.1,74675.56
C01223,4636067.36,86447.33
C01223,4636067.36,430769.65
C06506,3512603.11,121583.99
C06506,3512603.11,207746.89
C06506,3512603.11,208723.1
C05987,1381275.91,77769.9
C10150,3796120.42,-245686.4
C10150,3796120.42,323775.23
C07818,4835025.3,191990.81
C09851,1656681.83,6550.68
C11679,4764390.86,65110.24
C11679,4764390.86,171426.51
C09999,4630883.63,205018.65
C09999,4630883.63,323675.65
C06459,1999704.56,180848.46
C08990,2134664.36,93892.15
C09964,672857.29,35061.81
C04856,3897533.75,134395.96
C01351,3180533.08,83319.41
C11022,2722445.86,198200.65
C02159,3707213.3,250010.53
C08876,3466297.59,107374.51
C08876,3466297.59,208971.46
C00109,2020032.61,-240877.11
C00109,2020032.61,4938.33
C00109,2020032.61,127896.12
C05872,3757174.67,56294.03
C09655,2970592.37,30368.58
C06212,1479960.13,48986.23
C08804,1983508.79,18386.82
C08804,1983508.79,128733.72
C10919,2511529.81,91109.49
C11302,2958176.32,6488.78
C11302,2958176.32,33217.26
C11302,2958176.32,169481.62
C07201,4264299.34,82164.62
C07201,4264299.34,273103.29
C04232,2261958.01,15145.51
C04232,2261958.01,113376.88
C02672,4981418.97,72852.78
C02672,4981418.97,121013.07
