account_id,txn_date,daily_total
A02748,28-03-2025,20306.81
A02749,20-10-2025,76835.25
A02750,06-08-2025,1599.1
A02750,13-05-2025,18829.12
A02751,19-08-2025,57059.74
A02751,23-02-2025,35076.63
A02751,26-08-2024,49362.55
A02751,28-03-2025,562.68
A02752,10-12-2024,7193.89
A02752,23-10-2024,14317.52
A02753,15-05-2024,59200.79
A02753,22-01-2025,86221.12
A02754,01-10-2024,88825.82
A02754,20-10-2025,39820.36
A02755,16-03-2025,83616.33
A02755,20-06-2024,2386.36
A02756,04-12-2024,14421.27
A02756,30-09-2024,52695.55
A02757,14-12-2025,21653.36
A02757,15-07-2024,32551.13
A02757,24-03-2025,20819.88
A02758,01-01-2026,93815.73
A02758,06-03-2026,40632.61
A02758,17-02-2025,41618.44
A02759,05-03-2026,6884.48
A02759,18-08-2025,33409.6
A02760,11-12-2024,15063.39
A02760,12-11-2025,82526.24
A02760,16-03-2026,97683.97
A02760,20-11-2025,86374.92
A02760,24-09-2024,72373.77
A02761,24-08-2024,88847.55
A02761,25-07-2024,56841.84
A02761,30-06-2024,93713.93
A02762,17-06-2025,99667.56
A02762,21-04-2026,31137.31
A02763,05-05-2024,3323.35
A02763,07-07-2025,17256.16
A02763,17-08-2025,46663.91
A02763,17-11-2025,4817.5
A02763,23-03-2026,3762.41
A02764,03-10-2025,65902.82
A02764,23-12-2025,34677.16
A02764,26-12-2024,17496.5
A02764,29-05-2025,1988.8
A02765,24-07-2024,28975.49
A02765,29-07-2025,32207.91
A02766,07-08-2025,76396.22
A02767,02-08-2024,2896.21
A02767,22-07-2025,21341.39
A02767,26-04-2025,72725.73
A02768,19-01-2026,48154.86
A02768,22-03-2026,71583.17
A02768,26-09-2024,39506.69
A02768,29-09-2025,11703.67
A02768,30-12-2024,7492.35
A02769,02-07-2024,24131.19
A02770,02-05-2025,89616.48
A02771,21-06-2025,45611.8
A02771,24-02-2025,67546.58
A02772,03-03-2026,86586.35
A02772,20-09-2024,19942.84
A02772,24-05-2025,78718.3
A02773,03-10-2025,47747.18
A02773,04-01-2025,69565.83
A02773,10-12-2025,13661.23
A02773,13-03-2026,14053.43
A02773,14-01-2026,90145.76
A02774,05-02-2025,12633.35
A02774,29-07-2024,17362.01
A02775,16-06-2024,50834.55
A02775,22-11-2024,81082.05
A02776,06-05-2025,15732.83
A02776,08-08-2025,58710.88
A02776,12-03-2026,84598.14
A02776,20-11-2025,81464.08
A02777,23-02-2026,33153.05
A02778,10-02-2025,75854.9
A02779,14-02-2025,10578.24
A02779,27-03-2026,70896.44
A02780,17-11-2025,35307.8
A02781,03-02-2026,97383.33
A02781,08-03-2026,32200.78
A02781,11-03-2026,65616.58
A02781,20-05-2025,63481.63
A02781,21-10-2024,42873.09
A02782,21-02-2026,56929.62
A02782,22-12-2024,83109.8
A02782,28-04-2025,81901.24
A02783,14-01-2026,60326.15
A02783,22-10-2024,29945.63
A02783,24-11-2024,23041.58
A02783,30-04-2025,14458.66
A02784,05-02-2026,64309.08
A02784,16-08-2024,71129.7
A02784,18-12-2025,55213.25
A02785,10-10-2025,65146.13
A02785,10-12-2025,30234.62
A02785,26-02-2026,31008.44
A02785,31-01-2026,13621.86
A02786,05-06-2025,83352.96
A02786,06-01-2026,19603.16
A02786,23-06-2024,37048.56
A02787,23-06-2025,80474.82
A02788,10-04-2026,96147.47
A02788,15-02-2026,24703.57
A02788,21-12-2025,86781.19
A02788,24-03-2026,74445.29
A02789,03-03-2026,36562.87
A02789,13-06-2024,43527.51
A02789,17-06-2024,22567.04
A02789,24-06-2024,74955.0
A02790,17-05-2024,20488.07
A02790,20-05-2025,23386.07
A02791,03-07-2025,29307.05
A02791,03-08-2025,33875.45
A02791,04-07-2024,75018.08
A02791,25-08-2024,15229.95
A02792,06-09-2025,29117.82
A02792,07-06-2024,62583.09
A02792,18-01-2025,55428.29
A02792,30-06-2025,89753.74
A02793,02-07-2025,25789.52
A02793,07-01-2026,77245.68
A02794,22-10-2025,41102.47
A02795,05-09-2025,45711.72
A02796,03-12-2025,60834.24
A02796,09-07-2024,18128.22
A02796,22-05-2024,7544.48
A02796,27-03-2026,99552.45
A02797,10-03-2025,29941.45
A02797,14-06-2025,60148.42
A02797,25-09-2025,94865.13
A02797,26-09-2024,86391.66
A02797,29-04-2024,63208.26
A02798,11-06-2024,32183.15
A02799,05-10-2025,9243.71
A02799,12-07-2024,8413.47
A02799,21-12-2025,83309.02
A02799,26-08-2025,82616.72
A02800,09-05-2025,39121.05
A02800,22-04-2026,22526.85
A02800,26-11-2024,87767.74
A02800,30-09-2024,470.62
A02801,14-03-2026,66594.91
A02802,12-11-2024,5308.16
A02803,22-01-2026,47212.81
A02803,23-06-2025,77776.01
A02803,25-07-2024,12766.02
A02803,26-01-2026,34779.03
A02803,29-03-2025,-73409.99
A02804,25-01-2025,89156.24
A02805,13-05-2025,13778.12
A02805,29-01-2025,27293.93
A02806,16-06-2025,93489.33
A02807,19-01-2026,57649.27
A02807,25-03-2026,36882.9
A02808,04-04-2026,523.72
A02808,24-07-2025,30819.41
A02808,24-12-2024,38430.23
A02809,14-04-2025,50939.85
A02810,03-09-2024,11531.96
A02810,09-01-2025,58240.35
A02810,10-02-2025,59740.27
A02810,27-04-2026,23184.61
A02811,30-05-2025,41639.27
A02812,09-04-2025,12678.4
A02812,13-04-2025,57870.28
A02812,22-12-2025,27991.21
A02813,11-03-2026,60106.48
A02814,21-02-2026,17644.45
A02814,26-01-2025,53676.02
A02818,01-02-2026,34038.42
A02818,14-02-2025,39814.47
A02818,21-06-2024,7839.69
A02818,24-11-2024,8534.36
A02818,29-08-2025,37906.21
A02819,10-02-2025,4492.1
A02819,12-01-2025,34333.71
A02819,13-07-2024,53125.48
A02820,04-07-2024,93379.33
A02820,15-02-2026,2302.87
A02820,22-12-2024,80166.24
A02821,24-08-2025,57190.91
A02821,25-06-2025,75966.21
A02822,04-09-2025,62487.88
A02822,06-12-2024,10353.75
A02822,10-10-2024,90696.35
A02822,21-04-2026,62337.48
A02822,30-01-2026,84597.49
A02824,06-06-2024,23388.05
A02824,07-11-2025,-74420.58
A02824,22-05-2025,49355.16
A02825,12-05-2024,84624.15
A02825,13-01-2025,25937.34
A02826,10-06-2025,16434.81
A02826,17-02-2026,92200.71
A02827,04-03-2026,4099.08
A02827,08-02-2025,72998.44
A02827,14-01-2025,62890.25
A02827,16-10-2025,81065.36
A02827,23-01-2025,46740.85
A02828,06-11-2024,55217.63
A02828,16-04-2025,70079.06
A02829,23-01-2026,38967.05
A02830,07-01-2025,57390.56
A02830,13-05-2024,71967.63
A02830,19-07-2025,50343.81
A02830,30-11-2024,26534.71
A02831,05-07-2025,62767.05
A02832,22-04-2025,31627.3
A02833,12-04-2026,96925.57
A02833,13-04-2025,82445.39
A02833,14-12-2024,33915.87
A02833,22-07-2025,77929.81
A02833,23-03-2026,77880.46
A02833,24-10-2025,93465.36
A02834,05-09-2025,84413.12
A02835,02-04-2026,36527.41
A02835,11-04-2026,4610.6
A02835,21-03-2025,98642.86
A02835,26-02-2025,84144.45
A02836,10-11-2025,34013.75
A02836,16-01-2025,96275.99
A02837,10-02-2026,54151.4
A02837,15-08-2025,92476.74
A02838,05-09-2024,73081.15
A02838,13-11-2025,26712.47
A02838,20-03-2026,47267.88
A02838,29-03-2026,10211.66
A02838,29-06-2024,98404.81
A02839,06-10-2024,-91164.87
A02839,16-02-2025,64496.27
A02839,28-02-2026,65130.63
A02840,16-03-2026,72908.89
A02840,27-09-2024,10202.77
A02841,05-03-2026,78517.32
A02841,17-01-2026,68992.63
A02842,05-11-2025,4704.76
A02843,04-02-2026,19468.47
A02843,26-11-2025,3571.39
A02844,01-12-2024,94899.26
A02844,14-02-2025,46274.28
A02844,19-09-2025,54948.69
A02844,23-07-2024,53530.19
A02844,28-12-2024,91632.63
A02845,01-07-2025,80134.3
A02845,05-12-2025,48488.55
A02845,14-06-2024,87169.84
A02845,26-08-2025,59574.05
A02846,07-02-2026,82772.68
A02846,09-07-2024,39941.46
A02846,10-04-2025,25623.27
A02846,19-09-2024,75469.48
A02846,19-10-2024,92900.33
A02846,25-03-2026,12071.75
A02846,28-07-2024,27743.08
A02847,16-12-2025,68025.09
A02847,17-08-2025,40345.69
A02848,02-08-2025,23448.86
A02848,12-11-2024,95900.52
A02848,15-04-2026,28316.08
A02848,22-02-2026,47052.03
A02848,29-09-2025,71958.36
A02850,09-04-2026,78329.33
A02850,09-06-2024,34356.21
A02850,19-04-2026,60915.27
A02850,26-12-2025,40751.1
A02851,09-01-2026,-91784.21
A02851,19-12-2024,11792.56
A02851,27-09-2024,48587.5
A02852,03-02-2026,85431.08
A02852,11-08-2024,10956.24
A02852,13-02-2026,82174.36
A02852,28-09-2025,76741.35
A02853,10-12-2025,86980.25
A02853,13-08-2025,55924.8
A02853,28-12-2024,46390.47
A02854,30-03-2026,72509.25
A02855,07-05-2025,48128.84
A02855,14-09-2024,93243.42
A02855,16-12-2024,93912.58
A02856,01-07-2025,96665.46
A02856,14-04-2026,88141.42
A02856,14-08-2025,19831.25
A02856,15-07-2025,8912.57
A02856,22-10-2025,49736.87
A02856,25-05-2024,35901.74
A02857,25-09-2025,88072.35
A02858,01-10-2024,13792.82
A02859,09-06-2025,11963.21
A02859,20-07-2025,82109.98
A02859,22-10-2025,8189.41
A02860,24-02-2026,78632.07
A02861,03-09-2025,43876.05
A02862,04-09-2025,99494.25
A02863,08-08-2024,71451.14
A02863,26-02-2025,75677.95
A02864,07-02-2026,97620.11
A02864,17-03-2026,9010.75
A02864,28-05-2025,4637.45
A02865,01-02-2026,99244.23
A02865,21-04-2025,26322.27
A02866,03-01-2025,5111.78
A02866,09-10-2025,72345.4
A02866,23-04-2026,36302.0
A02867,08-09-2024,73306.27
A02867,19-09-2025,73846.91
A02867,20-11-2025,98897.74
A02867,20-12-2025,74637.83
A02867,27-02-2025,80483.74
A02868,09-07-2024,21568.39
A02868,12-10-2024,18511.63
A02869,16-06-2024,-43031.04
A02869,24-06-2024,77622.36
A02869,30-12-2025,21812.57
A02870,16-12-2024,71823.66
A02870,25-10-2024,31483.9
A02871,24-08-2024,98827.0
A02871,29-06-2025,78201.44
A02872,08-09-2024,85591.95
A02872,10-05-2025,64713.94
A02872,13-11-2025,35628.37
A02872,14-09-2025,88067.47
A02872,31-07-2024,40439.27
A02873,03-02-2025,47608.31
A02873,08-10-2025,80338.03
A02873,12-11-2024,35188.97
A02873,27-07-2024,42757.2
A02874,02-08-2025,60438.59
A02875,15-11-2024,22888.77
A02875,21-05-2024,59189.6
A02875,28-06-2024,57448.32
A02875,29-04-2024,39014.61
A02875,30-11-2025,1105.86
A02876,04-10-2024,56451.67
A02876,08-06-2024,90233.68
A02877,22-07-2024,68299.06
A02878,26-11-2025,22822.18
A02878,29-04-2025,66357.26
A02879,11-10-2024,76183.96
A02879,13-08-2024,58600.54
A02880,01-01-2025,40041.84
A02880,26-05-2024,71589.84
A02881,02-01-2026,93017.22
A02881,22-10-2025,77587.97
A02881,24-06-2025,30242.83
A02882,02-10-2025,85832.94
A02882,05-10-2024,64501.3
A02882,13-06-2024,45658.39
A02882,16-09-2024,35437.21
A02882,19-04-2025,21115.84
A02883,21-12-2024,85602.34
A02884,06-07-2025,24871.7
A02884,12-10-2024,91766.97
A02884,24-10-2024,6860.89
A02884,29-07-2024,6276.76
A02884,31-05-2025,-10127.94
A02885,03-07-2025,52427.2
A02885,03-08-2024,31970.69
A02885,28-07-2025,43632.47
A02886,03-02-2025,46534.71
A02886,18-07-2025,35196.52
A02887,05-05-2024,65073.35
A02887,12-05-2025,36185.76
A02887,23-03-2026,9101.69
A02888,02-09-2025,12502.48
A02888,23-02-2025,9736.81
A02889,18-07-2024,1327.85
A02889,30-03-2025,93943.12
A02890,13-09-2025,65950.93
A02890,17-12-2025,16058.45
A02890,19-10-2024,28854.37
A02891,04-08-2025,51367.5
A02891,09-09-2024,71631.06
A02891,11-05-2025,56940.78
A02892,12-01-2025,50790.49
A02892,27-04-2024,7118.02
A02893,23-10-2025,81184.92
A02894,07-03-2026,36818.0
A02894,13-03-2025,7558.2
A02895,05-05-2024,23291.93
A02895,08-11-2025,14877.12
A02895,09-10-2025,48404.39
A02895,11-02-2026,32793.15
A02896,10-06-2025,11549.96
A02897,01-09-2024,71272.08
A02897,05-05-2024,53608.37
A02897,11-10-2024,24023.72
A02897,29-06-2024,20795.15
A02898,02-06-2025,83607.13
A02898,22-05-2024,75019.03
A02898,24-04-2025,67036.98
A02899,02-06-2024,78060.22
A02899,05-05-2025,41032.94
A02899,09-03-2025,59387.16
A02899,19-02-2025,77398.09
A02899,24-01-2025,69520.74
A02900,12-06-2024,60703.65
A02900,23-03-2025,51469.63
A02901,03-05-2025,21899.67
A02901,16-04-2026,12706.27
A02901,19-09-2024,45060.67
A02901,24-07-2024,38415.57
A02902,10-11-2024,15024.95
A02902,12-05-2024,89568.09
A02903,01-02-2026,27317.55
A02903,04-02-2026,69513.76
A02903,04-04-2025,60719.44
A02903,05-04-2025,98487.44
A02903,21-03-2026,91267.53
A02903,22-04-2026,10459.77
A02903,24-08-2024,19403.43
A02904,08-05-2025,6592.0
A02904,24-01-2026,41242.88
A02904,29-08-2024,20046.6
A02904,29-11-2024,74235.49
A02905,08-03-2026,21678.89
A02905,20-01-2026,50488.95
A02906,11-08-2025,41453.52
A02906,29-11-2025,-6169.05
A02907,09-12-2025,66170.17
A02907,11-09-2024,21678.31
A02907,13-07-2024,82841.49
A02908,06-05-2024,81995.31
A02909,01-07-2024,69152.83
A02909,10-03-2026,53349.96
A02910,15-03-2025,74188.46
A02910,22-07-2025,62042.45
A02910,25-07-2025,83514.4
A02911,10-07-2025,55602.29
A02911,16-04-2025,50365.65
A02911,18-11-2025,12067.29
A02911,30-08-2024,65457.28
A02912,04-04-2026,29864.12
A02912,06-07-2025,2594.36
A02912,07-09-2024,97033.14
A02912,23-02-2026,80188.45
A02912,24-11-2024,20175.85
A02912,25-09-2025,81320.73
A02912,31-10-2024,33590.42
A02913,01-05-2025,44420.99
A02913,25-04-2025,1155.01
A02914,09-05-2024,23333.64
A02914,28-04-2024,96199.64
A02915,08-09-2025,95980.19
A02915,20-09-2024,37664.83
A02915,24-07-2024,84439.27
A02915,29-03-2026,27338.46
A02916,03-04-2026,2477.6
A02917,08-09-2024,62598.46
A02917,19-10-2025,55843.01
A02917,19-12-2024,92238.02
A02917,24-12-2025,98197.25
A02918,09-08-2024,77435.54
A02918,19-05-2025,8542.78
A02919,12-03-2026,26681.58
A02919,15-08-2024,80509.63
A02920,03-11-2025,73696.79
A02920,15-04-2026,72285.23
A02920,18-01-2025,93726.27
A02920,25-02-2026,30422.52
A02920,28-09-2025,11005.93
A02920,29-11-2025,92934.54
A02920,30-04-2024,5106.0
A02921,08-12-2025,54016.87
A02922,02-02-2026,325.18
A02922,10-02-2025,39117.04
A02922,21-05-2024,40529.99
A02924,04-11-2025,59438.51
A02924,05-04-2025,16345.92
A02924,05-06-2025,54333.02
A02924,09-01-2025,80945.12
A02924,25-05-2024,25161.0
A02925,08-08-2025,29665.56
A02926,11-11-2025,68109.6
A02926,15-09-2025,63216.78
A02927,25-07-2025,77873.29
A02928,26-01-2026,59915.69
A02929,11-07-2024,4367.84
A02930,02-03-2025,74666.62
A02930,13-07-2024,81596.72
A02930,15-09-2024,89511.18
A02931,13-10-2025,214.74
A02932,09-07-2024,44285.52
A02932,14-07-2024,51938.08
A02932,16-04-2025,67363.23
A02932,26-06-2025,44937.3
A02933,09-01-2026,4468.76
A02933,28-08-2024,33474.68
A02933,31-05-2024,78403.77
A02934,10-06-2024,81558.7
A02934,19-11-2024,94315.58
A02934,30-05-2025,75660.04
A02935,08-09-2025,50880.13
A02935,18-11-2024,23094.87
A02936,24-01-2025,38700.41
A02936,27-02-2025,9614.75
A02937,02-02-2026,36922.89
A02937,22-12-2024,15236.78
A02938,02-06-2025,16612.22
A02939,13-10-2025,92165.31
A02939,15-02-2025,43850.37
A02940,08-07-2024,60801.31
A02940,23-08-2024,63660.48
A02941,01-02-2025,11537.27
A02941,01-11-2024,68707.08
A02941,14-07-2024,77669.84
A02941,15-12-2024,31776.29
A02942,06-12-2025,5601.11
A02942,23-08-2025,89820.28
A02942,25-11-2025,84659.32
A02942,31-03-2025,99902.17
A02944,19-05-2025,28061.66
A02944,19-11-2025,87529.18
A02944,23-09-2025,5699.15
A02945,22-11-2025,74753.43
A02946,17-07-2024,37931.15
A02948,18-06-2024,87304.86
A02948,20-11-2024,14663.5
A02949,07-05-2024,9287.76
A02949,17-11-2024,66362.46
A02949,23-02-2025,88519.94
A02950,24-05-2024,26751.93
A02952,09-09-2025,10029.83
A02952,18-09-2025,19816.74
A02953,19-01-2026,-30524.11
A02953,24-02-2025,60129.47
A02953,30-03-2026,62560.49
A02954,11-09-2025,77440.99
A02954,15-04-2025,37000.23
A02954,15-07-2024,55489.97
A02954,22-02-2025,89043.51
A02954,22-06-2024,4699.21
A02955,06-06-2024,24177.68
A02955,10-01-2026,90334.53
A02955,26-04-2026,26879.34
A02957,06-02-2025,31268.75
A02957,12-09-2024,45625.87
A02957,14-04-2026,59875.86
A02957,15-04-2026,85091.65
A02958,11-03-2025,49584.95
A02959,22-06-2025,30181.67
A02959,22-07-2024,9579.51
A02960,16-02-2025,83654.49
A02960,22-11-2024,70543.56
A02961,03-03-2025,28321.52
A02962,15-01-2026,92685.2
A02962,24-12-2025,67487.28
A02962,26-05-2025,75804.38
A02963,03-04-2026,60923.07
A02963,09-01-2025,73959.57
A02963,26-12-2024,83842.82
A02964,16-09-2024,57754.99
A02965,13-10-2024,17877.33
A02965,17-02-2026,16552.56
A02966,03-12-2024,9323.23
A02966,12-10-2025,39741.97
A02966,28-03-2026,60674.66
A02967,11-09-2025,74027.71
A02967,13-11-2025,15918.14
A02968,05-03-2025,69968.15
A02970,08-11-2024,35430.42
A02970,13-01-2025,54698.65
A02970,21-08-2024,17694.22
A02970,24-04-2026,20671.7
A02971,09-06-2024,21430.8
A02973,08-02-2026,91371.83
A02973,09-02-2025,13234.31
A02973,13-11-2025,65075.36
A02973,15-08-2024,51523.47
A02973,16-10-2025,45416.54
A02974,05-11-2025,31842.75
A02974,06-01-2025,47339.59
A02974,22-04-2025,35295.8
A02974,26-11-2025,80501.21
A02975,03-06-2025,29372.05
A02975,11-09-2024,74363.35
A02975,28-05-2024,99360.27
A02976,02-07-2024,86396.99
A02976,19-06-2024,74379.82
A02976,26-06-2025,30911.7
A02978,03-01-2025,86989.52
A02978,14-07-2025,61847.01
A02978,21-03-2025,63474.15
A02978,23-10-2024,99516.36
A02978,31-03-2026,40373.41
A02980,16-10-2024,42289.46
A02980,21-12-2024,31132.08
A02981,10-06-2025,68841.43
A02981,25-07-2025,89798.02
A02981,30-04-2024,74858.59
A02982,11-05-2025,79581.55
A02982,16-01-2026,98404.24
A02982,16-02-2025,6016.32
A02982,23-07-2024,7204.98
A02982,30-09-2025,6759.14
A02984,08-11-2025,27241.5
A02984,15-07-2024,95683.41
A02984,18-02-2025,33959.62
A02984,22-02-2025,34597.15
A02985,02-05-2024,20728.77
A02985,19-05-2024,57680.49
A02985,28-11-2024,42262.37
A02986,01-11-2024,49107.46
A02986,21-04-2025,31090.23
A02987,04-10-2025,76635.15
A02987,07-01-2026,15605.99
A02987,11-07-2024,22923.02
A02988,21-05-2025,69665.68
A02988,22-03-2026,5012.98
A02988,27-04-2026,62367.8
A02989,14-02-2025,21696.16
A02990,01-09-2024,11776.2
A02990,07-01-2025,46597.34
A02990,19-12-2025,57944.7
A02991,08-06-2025,43677.86
A02991,25-12-2025,80115.02
A02992,12-09-2025,58177.66
A02992,20-05-2024,78472.36
A02992,26-05-2024,77037.88
A02993,15-11-2024,20152.84
A02994,19-05-2025,25135.48
A02994,28-07-2024,18971.19
A02995,09-04-2025,5094.3
A02995,16-05-2025,11206.29
A02995,25-02-2026,83215.51
A02996,21-02-2025,36608.64
A02997,12-09-2024,59541.48
A02997,13-08-2025,30630.16
A02997,16-05-2025,43982.48
A02997,23-12-2024,27860.58
A02998,09-07-2024,69228.81
A02998,16-12-2025,8057.64
A02999,20-05-2024,53551.88
A03000,11-05-2024,69378.96
A03001,16-05-2024,44709.83
A03001,16-08-2024,51587.92
A03001,17-04-2025,97705.5
A03001,19-07-2025,42492.76
A03002,10-08-2024,51512.8
A03002,10-09-2024,87568.1
A03002,13-06-2024,25021.11
A03003,15-09-2024,33563.61
A03003,15-12-2024,30160.12
A03003,18-10-2024,46761.9
A03003,20-12-2025,9622.19
A03003,28-10-2025,75453.99
A03004,30-05-2024,81583.86
A03005,02-05-2025,21173.27
A03005,06-10-2024,42985.53
A03005,23-04-2025,3854.95
A03005,24-10-2025,12541.44
A03005,29-01-2026,86576.57
A03006,05-03-2025,66526.53
A03006,05-05-2025,9235.63
A03006,29-06-2024,45206.85
A03007,17-08-2024,47927.75
A03007,18-10-2025,50116.66
A03007,19-05-2024,19038.43
A03007,20-10-2025,64445.07
A03008,02-12-2025,78622.89
A03008,05-04-2025,21405.48
A03008,22-03-2025,38226.08
A03008,28-08-2025,29869.52
A03010,09-01-2026,84418.13
A03010,10-07-2024,47652.79
A03010,25-05-2025,19000.09
A03011,24-04-2025,9357.2
A03012,12-11-2025,24999.35
A03012,23-03-2025,68104.91
A03012,29-03-2026,35182.45
A03013,09-11-2025,70938.68
A03013,23-08-2024,-56517.34
A03014,04-06-2024,40301.41
A03014,14-05-2024,6369.9
A03014,30-03-2026,24006.34
A03016,05-03-2026,84967.11
A03016,23-03-2026,95258.16
A03017,02-09-2025,15063.64
A03017,06-05-2024,31102.88
A03017,09-02-2026,53192.86
A03017,16-04-2025,91994.1
A03018,01-06-2024,78953.71
A03018,20-05-2025,9708.99
A03018,21-04-2026,90160.11
A03019,10-02-2026,62802.27
A03019,19-03-2025,73156.15
A03020,20-07-2024,92349.73
A03021,13-03-2026,16149.28
A03021,23-10-2025,27992.26
A03021,24-07-2025,6318.35
A03021,26-09-2024,38356.15
A03021,29-04-2024,65666.02
A03021,31-10-2024,97777.35
A03022,09-01-2025,40736.41
A03022,22-04-2025,70415.29
A03023,06-09-2024,36887.46
A03023,13-11-2025,74903.57
A03024,16-11-2024,50797.7
A03024,21-05-2025,42726.33
A03024,25-06-2025,-58280.6
A03024,28-01-2025,54108.55
A03024,28-08-2024,28502.41
A03025,25-03-2026,41271.85
A03026,19-01-2026,51621.51
A03027,18-09-2024,68308.89
A03028,06-11-2025,9369.53
A03029,03-03-2026,43977.69
A03029,08-02-2025,42285.4
A03029,15-08-2024,60854.94
A03029,16-05-2025,68095.32
A03030,05-02-2025,87108.46
A03030,07-11-2025,16447.54
A03030,22-12-2025,72166.68
A03030,23-08-2024,28888.38
A03032,02-12-2024,40213.53
A03032,09-04-2025,53399.31
A03032,16-09-2024,61672.92
A03032,25-06-2025,35353.78
A03033,01-10-2024,45110.91
A03033,08-11-2025,83984.67
A03033,10-09-2024,133102.85
A03033,28-03-2025,11793.78
A03034,07-09-2025,-38371.21
A03034,10-01-2026,40770.11
A03034,14-01-2026,93807.41
A03034,21-04-2026,9522.74
A03034,23-05-2024,90321.48
A03034,25-07-2025,91732.14
A03036,18-12-2025,3786.43
A03037,01-11-2025,985.15
A03037,06-06-2024,35725.66
A03037,15-03-2025,52328.39
A03037,21-03-2026,83193.94
A03038,04-04-2026,99353.86
A03038,15-04-2026,72592.96
A03038,30-10-2025,98988.43
A03039,12-07-2025,45569.85
A03039,14-05-2025,22871.34
A03040,20-08-2025,46284.92
A03040,28-11-2024,17986.88
A03041,02-07-2025,39479.87
A03041,02-09-2024,53643.77
A03042,01-01-2026,29729.08
A03042,10-08-2025,80933.37
A03042,16-09-2025,71901.88
A03042,19-05-2025,2906.28
A03042,26-10-2025,28775.65
A03043,13-07-2024,67218.95
A03044,31-05-2025,99827.3
A03045,01-07-2024,1044.03
A03045,08-02-2025,17172.16
A03045,08-05-2025,74519.35
A03045,22-01-2025,49913.47
A03046,12-11-2024,13564.57
A03047,28-12-2025,60378.82
A03048,01-03-2026,94738.2
A03048,07-05-2025,75945.92
A03048,22-09-2025,46474.39
A03049,01-04-2026,11837.97
A03049,10-09-2025,68391.52
A03049,10-12-2024,59349.33
A03049,13-03-2026,29182.69
A03049,25-08-2025,39708.79
A03051,01-12-2025,20138.85
A03051,10-05-2024,69451.37
A03051,11-10-2024,6717.49
A03051,15-09-2024,22900.84
A03051,23-08-2024,93589.9
A03051,28-03-2025,52068.38
A03052,01-03-2026,71631.64
A03052,17-10-2024,48638.48
A03053,01-12-2024,2397.06
A03053,04-09-2025,66617.03
A03053,05-05-2024,15080.19
A03053,23-12-2025,51001.13
A03054,21-08-2025,84778.71
A03055,18-06-2025,83433.4
A03056,21-06-2024,61431.59
A03056,26-03-2026,81845.52
A03056,31-08-2025,65655.57
A03057,04-05-2025,54781.05
A03057,19-08-2024,88670.37
A03057,22-06-2024,10342.93
A03057,31-05-2025,96814.67
A03058,01-02-2025,3106.02
A03058,02-08-2025,53983.76
A03058,05-07-2025,39353.25
A03058,24-11-2025,14409.98
A03058,26-11-2025,52663.91
A03059,06-09-2024,87284.82
A03059,17-11-2025,21242.29
A03060,04-12-2025,16369.76
A03061,10-01-2026,96376.27
A03061,12-12-2024,73625.49
A03063,29-11-2025,63502.44
A03064,18-04-2026,87557.4
A03064,24-04-2025,22896.05
A03064,27-01-2025,23207.78
A03065,10-02-2026,46715.77
A03066,01-09-2025,40786.1
A03066,09-11-2024,20559.26
A03066,14-08-2024,26148.15
A03066,17-01-2026,48620.05
A03068,17-12-2024,5941.96
A03068,29-04-2025,18327.21
A03069,08-11-2025,29313.55
A03069,16-05-2024,17890.28
A03069,26-12-2025,16102.58
A03069,31-07-2025,91229.58
A03070,22-12-2025,79353.47
A03070,25-12-2024,99702.9
A03071,27-11-2024,97686.85
A03072,03-07-2024,89392.42
A03072,10-10-2025,58589.0
A03072,21-01-2026,64098.03
A03073,05-10-2025,29022.2
A03073,07-05-2024,69194.34
A03073,10-03-2026,8333.9
A03073,20-03-2025,10149.32
A03073,22-04-2025,99513.11
A03073,25-12-2025,41592.01
A03073,29-09-2025,59900.39
A03073,30-07-2025,23746.02
A03074,12-07-2024,-67143.25
A03074,17-04-2025,32382.4
A03074,24-02-2026,39092.07
A03075,01-04-2025,49074.32
A03075,23-03-2025,54551.77
A03076,02-08-2024,5743.56
A03076,18-09-2025,40777.01
A03077,25-11-2024,67899.65
A03077,29-12-2025,27497.44
A03078,09-06-2024,84103.27
A03078,18-08-2025,85553.94
A03078,22-12-2025,77778.1
A03079,07-02-2025,24025.37
A03079,16-05-2024,53297.68
A03079,26-12-2024,52440.84
A03080,09-06-2024,96425.31
A03080,27-05-2025,96868.83
A03080,29-10-2025,43399.95
A03081,05-04-2025,99181.3
A03081,11-07-2025,99417.36
A03081,25-08-2025,67326.87
A03081,26-06-2024,5821.34
A03082,13-05-2025,43865.91
A03082,22-03-2025,79727.95
A03082,22-05-2024,14474.63
A03083,10-04-2026,99635.29
A03083,27-04-2025,88514.74
A03084,01-11-2024,78942.29
A03084,04-06-2024,50950.87
A03085,07-01-2026,72156.7
A03085,07-09-2024,76060.15
A03085,22-12-2024,91422.46
A03086,10-01-2026,33600.47
A03086,11-03-2025,21056.08
A03086,18-05-2024,3126.71
A03086,22-06-2025,19941.32
A03086,24-05-2024,20491.49
A03086,30-06-2024,40151.8
A03087,10-09-2025,67585.48
A03088,09-03-2025,82221.66
A03088,10-03-2025,92082.19
A03088,10-05-2025,42912.98
A03089,13-07-2025,59158.03
A03089,26-05-2025,8963.46
A03090,20-04-2025,28329.09
A03091,02-03-2025,46335.67
A03091,31-03-2026,58053.47
A03092,02-01-2026,8741.03
