txn_id,account_id,txn_date,txn_type,amount,channel
T004380,A02359,24-12-2025,Debit,2790.82,ATM
T004381,A10580,16-10-2025,Debit,5598.86,IMPS
T004382,A10324,15-01-2025,Debit,16386.79,IMPS
T004383,A09431,21-09-2024,Credit,72928.17,NEFT
T004384,A13609,04-03-2025,Debit,57794.67,NEFT
T004385,A11968,14-06-2025,Credit,52989.35,IMPS
T004386,A03033,10-09-2024,Credit,35826.57,UPI
T004387,A13580,11-12-2024,Debit,6353.97,NEFT
T004388,A06453,25-07-2024,Credit,71382.43,UPI
T004389,A04399,17-03-2025,Debit,13066.68,UPI
T004390,A09332,20-06-2025,Credit,16214.78,ATM
T004391,A12133,22-10-2025,Debit,-99413.99,NEFT
T004392,A04436,05-04-2026,Debit,17275.28,NEFT
T004393,A99999,19-08-2025,Debit,29844.09,NEFT
T004394,A13538,19-09-2024,Credit,99936.58,ATM
T004395,A07027,28-02-2025,Debit,92240.44,UPI
T004396,A09749,27-09-2025,Debit,14836.45,NEFT
T004397,A09199,27-04-2024,Debit,3419.9,NEFT
T004398,A06999,14-12-2025,Debit,43152.9,ATM
T004399,A01204,01-01-2025,Debit,86482.04,IMPS
T004400,A12249,30-03-2026,Credit,2758.42,ATM
T004401,A00588,16-09-2025,Credit,66717.97,NEFT
T004402,A09433,22-06-2025,Credit,2452.23,IMPS
T004403,A06601,12-07-2024,Debit,25457.48,IMPS
T004404,A05747,12-06-2025,Debit,91844.82,UPI
T004405,A06049,14-04-2026,Debit,48197.65,IMPS
T004406,A01218,16-05-2024,Debit,35805.95,IMPS
T004407,A14941,01-08-2024,Debit,9349.25,UPI
T004408,A04283,30-01-2025,Credit,87319.03,NEFT
T004409,A08914,21-09-2025,Debit,86825.98,ATM
T004410,A12986,23-07-2025,Debit,32159.07,IMPS
T004411,A13062,08-07-2025,Debit,54457.76,NEFT
T004412,A13763,15-03-2026,Debit,63241,IMPS
T004413,A02808,24-07-2025,Credit,30819.41,IMPS
T004414,A01263,06-03-2025,Debit,54915.24,IMPS
T004415,A11607,24-10-2024,Credit,75367.19,ATM
T004416,A01800,27-12-2025,Credit,73863.93,NEFT
T004417,A09575,23-01-2026,Debit,51862.24,IMPS
T004418,A07314,24-10-2025,Debit,7632.61,IMPS
T004419,A12861,24-08-2025,Credit,15999.37,NEFT
T004420,A02824,07-11-2025,Debit,-74420.58,ATM
T004421,A08731,28-07-2025,Debit,23525.95,UPI
T004422,A04747,15-09-2024,Credit,27636.13,ATM
T004423,A11567,31-01-2026,Credit,85409.4,NEFT
T004424,A01890,13-06-2024,Credit,75922.84,NEFT
T004425,A03635,02-09-2025,Credit,19393.81,ATM
T004426,A06181,09-03-2025,Credit,87148.78,NEFT
T004427,A05545,21-09-2025,Debit,56481.22,IMPS
T004428,A08602,23-10-2025,Credit,45328.09,IMPS
T004429,A04716,25-09-2024,Debit,15299.37,ATM
T004430,A07154,19-04-2026,Credit,78207.7,IMPS
T004431,A08934,19-11-2025,Credit,68161.17,IMPS
T004432,A10611,18-07-2024,Debit,24146.42,UPI
T004433,A09155,05-12-2024,Debit,60630.19,IMPS
T004434,A13518,27-03-2025,Credit,63903.8,ATM
T004435,A05389,21-01-2025,Credit,26467.8,IMPS
T004436,A00633,06-07-2024,Credit,73781.37,ATM
T004437,A99999,03-10-2025,Debit,5174.85,IMPS
T004438,A14997,08-03-2025,Debit,57993.08,IMPS
T004439,A02758,01-01-2026,Debit,93815.73,UPI
T004440,A02261,11-10-2025,Debit,17663.85,IMPS
T004441,A10018,17-03-2026,Credit,-49325.26,ATM
T004442,A06402,21-12-2024,Credit,67912.27,IMPS
T004443,A02625,17-08-2024,Debit,14622.34,UPI
T004444,A99999,18-04-2025,Credit,6419.49,UPI
T004445,A08231,14-09-2024,Credit,78943.53,IMPS
T004446,A09741,04-05-2024,Debit,95236.53,UPI
T004447,A07812,25-06-2024,Debit,35124.98,UPI
T004448,A08705,07-09-2024,Credit,71352.42,ATM
T004449,A04437,23-08-2024,Credit,36486.79,IMPS
T004450,A10764,26-11-2024,Debit,96748.81,ATM
T004451,A01202,08-05-2025,Credit,68117.07,ATM
T004452,A00314,23-11-2024,Credit,98858.46,IMPS
T004453,A04915,05-04-2025,Credit,38472.95,NEFT
T004454,A13641,19-05-2025,Debit,3346.83,UPI
T004455,A03971,07-06-2024,Credit,91779.79,ATM
T004456,A14646,20-02-2025,Credit,15593.92,UPI
T004457,A06489,10-03-2026,Credit,4220.43,NEFT
T004458,A00659,21-11-2025,Credit,8342.44,UPI
T004459,A13926,14-10-2024,Credit,50635.31,UPI
T004460,A05050,17-12-2024,Credit,29310.05,IMPS
T004461,A07968,05-12-2025,Credit,32641.76,NEFT
T004462,A06493,29-03-2025,Debit,70361.28,IMPS
T004463,A01774,03-03-2025,Debit,99389.51,UPI
T004464,A06906,31-05-2024,Credit,57771.94,NEFT
T004465,A11705,13-08-2024,Credit,80743.37,UPI
T004466,A10702,21-12-2024,Debit,75092.03,IMPS
T004467,A01775,08-03-2026,Credit,7828.38,IMPS
T004468,A08310,19-06-2024,Credit,90745.08,IMPS
T004469,A13091,21-07-2024,Debit,61881.13,IMPS
T004470,A12123,02-08-2024,Credit,26312.78,NEFT
T004471,A12719,04-03-2026,Debit,16762.16,ATM
T004472,A02694,23-10-2025,Debit,14536.48,IMPS
T004473,A11546,22-06-2025,Credit,78995.43,ATM
T004474,A05681,07-05-2025,Debit,36760.64,UPI
T004475,A02483,26-07-2024,Debit,90860.9,NEFT
T004476,A07506,24-03-2026,Debit,1415.62,ATM
T004477,A05151,25-12-2024,Debit,88016.72,UPI
T004478,A05759,28-05-2025,Debit,38207.78,ATM
T004479,A13232,25-07-2025,Debit,10366.92,UPI
T004480,A03842,28-05-2025,Credit,59832.36,NEFT
T004481,A08085,24-07-2024,Debit,2517.92,NEFT
T004482,A12397,03-03-2026,Debit,93461.8,UPI
T004483,A06768,06-11-2025,Debit,85255.64,IMPS
T004484,A08336,02-11-2024,Credit,2283.66,IMPS
T004485,A11784,17-08-2025,Credit,5008.61,UPI
T004486,A00696,18-11-2025,Debit,39270.5,NEFT
T004487,A11272,03-04-2025,Debit,92820.4,IMPS
T004488,A13195,10-03-2025,Credit,85200.86,NEFT
T004489,A00506,29-05-2025,Debit,27574.74,NEFT
T004490,A03927,27-10-2025,Debit,6798.47,ATM
T004491,A02851,27-09-2024,Debit,48587.5,IMPS
T004492,A04599,08-04-2026,Credit,83025.86,IMPS
T004493,A03353,25-11-2024,Debit,39569.21,UPI
T004494,A11058,09-01-2025,Credit,46234.72,NEFT
T004495,A03641,26-11-2025,Debit,35796.32,IMPS
T004496,A07095,10-05-2025,Credit,79483.07,IMPS
T004497,A12729,25-11-2025,Debit,64278.32,NEFT
T004498,A04302,27-12-2025,Debit,85392.98,UPI
T004499,A04182,26-01-2025,Credit,59414.99,NEFT
T004500,A04670,13-08-2024,Credit,91180.86,NEFT
T004501,A13406,17-10-2025,Credit,5509.03,ATM
T004502,A13801,24-08-2025,Credit,2190.88,IMPS
T004503,A05092,26-03-2025,Debit,74575.46,ATM
T004504,A99999,20-04-2026,Credit,18066.64,ATM
T004505,A13739,29-01-2025,Debit,72351.87,ATM
T004506,A02228,08-04-2026,Credit,62412.76,ATM
T004507,A08764,08-01-2025,Debit,83659.42,ATM
T004508,A13515,21-02-2025,Credit,89122.07,NEFT
T004509,A00839,07-02-2025,Credit,66459.75,UPI
T004510,A11161,02-11-2025,Debit,26295.42,NEFT
T004511,A13048,16-02-2026,Credit,82818.72,IMPS
T004512,A00302,13-04-2026,Credit,2709.19,NEFT
T004513,A07058,28-11-2025,Debit,24738.48,NEFT
T004514,A12327,04-01-2026,Debit,23009.05,IMPS
T004515,A05747,17-12-2024,Credit,50661.32,ATM
T004516,A07309,09-04-2025,Credit,88422.83,UPI
T004517,A11841,11-10-2025,Credit,51153.63,IMPS
T004518,A13641,21-01-2026,Credit,44384.05,UPI
T004519,A06110,08-01-2025,Debit,82492.07,UPI
T004520,A08734,21-06-2024,Debit,66088.94,ATM
T004521,A01138,25-08-2024,Debit,8449.68,ATM
T004522,A02314,31-07-2024,Credit,58049.12,ATM
T004523,A07580,17-03-2026,Credit,59916.59,ATM
T004524,A03533,11-05-2025,Credit,80997.08,NEFT
T004525,A10978,03-10-2025,Debit,51732.06,NEFT
T004526,A02427,07-03-2026,Debit,10902.94,UPI
T004527,A10931,18-08-2025,Debit,23944.59,NEFT
T004528,A06208,01-09-2024,Debit,4550.96,IMPS
T004529,A07950,25-03-2026,Debit,30093.42,IMPS
T004530,A05440,16-07-2024,Credit,84471.82,NEFT
T004531,A11374,01-08-2024,Credit,27229.06,ATM
T004532,A06053,16-02-2025,Credit,55735.29,IMPS
T004533,A11851,19-01-2025,Credit,69651.46,ATM
T004534,A06736,08-08-2025,Debit,42674.37,ATM
T004535,A04897,06-06-2024,Credit,54092.01,IMPS
T004536,A09681,29-05-2025,Debit,43514.25,UPI
T004537,A00321,17-10-2025,Credit,85180.38,ATM
T004538,A04643,29-01-2026,Debit,94620.37,UPI
T004539,A02142,07-05-2024,Credit,-95007.17,UPI
T004540,A09815,08-10-2024,Debit,19349.36,ATM
T004541,A07749,25-12-2024,Debit,26192.88,NEFT
T004542,A03259,13-04-2025,Debit,81016.73,NEFT
T004543,A06456,20-06-2024,Credit,37253.91,UPI
T004544,A06609,24-04-2025,Credit,11501.6,NEFT
T004545,A04278,01-01-2025,Debit,74254.12,NEFT
T004546,A04536,10-10-2024,Credit,5932.13,UPI
T004547,A01394,01-02-2026,Debit,72455.03,NEFT
T004548,A00427,03-08-2025,Debit,60363.53,IMPS
T004549,A14075,15-06-2025,Debit,41044.22,IMPS
T004550,A09127,02-12-2025,Credit,5091.37,IMPS
T004551,A02415,29-11-2024,Debit,-40831.26,UPI
T004552,A02833,23-03-2026,Debit,77880.46,NEFT
T004553,A11364,17-06-2024,Credit,8295.94,NEFT
T004554,A08203,14-07-2024,Credit,12806.7,ATM
T004555,A09315,24-10-2024,Debit,91774.03,IMPS
T004556,A08081,21-06-2024,Debit,25997.82,UPI
T004557,A03761,19-03-2026,Debit,32002.14,UPI
T004558,A10070,08-12-2025,Debit,44400.6,NEFT
T004559,A12350,17-05-2024,Debit,85700.83,UPI
T004560,A04503,07-10-2024,Debit,85488.79,UPI
T004561,A05055,28-04-2024,Credit,43124.66,UPI
T004562,A02867,20-12-2025,Debit,74637.83,UPI
T004563,A11335,13-01-2026,Debit,28647.19,IMPS
T004564,A12318,06-06-2024,Credit,96980.47,IMPS
T004565,A08526,15-08-2024,Credit,73352.32,IMPS
T004566,A12761,25-03-2026,Debit,25450.36,UPI
T004567,A00774,18-12-2024,Debit,79802.19,UPI
T004568,A03847,13-02-2026,Credit,54314.62,ATM
T004569,A08150,25-07-2024,Debit,57711.01,ATM
T004570,A04655,24-11-2024,Debit,70265.14,ATM
T004571,A12720,11-04-2026,Credit,58066.05,NEFT
T004572,A00348,01-08-2025,Debit,47973.62,UPI
T004573,A10545,26-04-2025,Debit,83823.44,IMPS
T004574,A05224,29-08-2024,Debit,14465.44,UPI
T004575,A03928,18-09-2025,Credit,80279.32,IMPS
T004576,A08704,08-05-2024,Credit,8514.42,NEFT
T004577,A03790,31-12-2024,Debit,15176.67,IMPS
T004578,A04305,28-10-2024,Debit,48285.97,NEFT
T004579,A02053,23-02-2026,Debit,86905.04,ATM
T004580,A14073,18-11-2025,Debit,71653.41,NEFT
T004581,A13841,24-07-2025,Debit,5573.89,IMPS
T004582,A01116,03-05-2024,Debit,43791.84,ATM
T004583,A04535,21-04-2025,Credit,-36738.31,NEFT
T004584,A11017,12-05-2025,Credit,40894.32,UPI
T004585,A14581,07-05-2025,Credit,8802.95,IMPS
T004586,A12154,10-10-2024,Debit,25716.73,ATM
T004587,A08523,17-05-2025,Debit,377.25,NEFT
T004588,A14236,21-10-2025,Debit,-60984.93,IMPS
T004589,A01776,05-05-2024,Credit,85190.41,UPI
T004590,A12227,22-02-2026,Debit,13330.03,ATM
T004591,A12770,30-07-2025,Credit,40083.06,IMPS
T004592,A02613,15-07-2025,Debit,75138.21,NEFT
T004593,A05830,29-09-2024,Debit,67981.14,UPI
T004594,A10347,09-03-2026,Debit,17220.25,NEFT
T004595,A01566,04-02-2026,Debit,49233.2,ATM
T004596,A03692,31-12-2025,Credit,75606.72,UPI
T004597,A11171,09-12-2025,Credit,82300.82,ATM
T004598,A14172,13-11-2024,Debit,46527.93,NEFT
T004599,A00037,23-04-2026,Debit,89604.28,IMPS
T004600,A11912,18-08-2025,Debit,68111.58,ATM
T004601,A07184,17-11-2024,Debit,72658.66,UPI
T004602,A04701,11-05-2025,Debit,24929.57,UPI
T004603,A02966,03-12-2024,Debit,9323.23,NEFT
T004604,A05710,08-02-2026,Debit,46270.98,ATM
T004605,A05358,12-08-2024,Credit,74730.64,UPI
T004606,A11780,08-11-2025,Debit,52643.54,ATM
T004607,A12088,31-10-2025,Debit,89857.06,NEFT
T004608,A13084,09-08-2025,Credit,65746.85,NEFT
T004609,A07261,30-11-2024,Credit,41075.22,ATM
T004610,A11003,21-10-2024,Credit,13567.84,ATM
T004611,A06145,09-08-2024,Credit,8481.56,NEFT
T004612,A03033,28-03-2025,Credit,11793.78,IMPS
T004613,A12225,17-01-2025,Credit,46721.33,ATM
T004614,A08269,19-09-2024,Credit,89887.07,ATM
T004615,A03120,16-04-2026,Credit,52117.11,UPI
T004616,A99999,05-06-2025,Debit,80422.59,IMPS
T004617,A09132,01-12-2024,Debit,40035.87,UPI
T004618,A08936,15-01-2026,Debit,56705.23,ATM
T004619,A10815,09-01-2026,Credit,50972.35,UPI
T004620,A02349,20-09-2025,Debit,62634.66,NEFT
T004621,A05120,28-01-2025,Credit,55475.39,ATM
T004622,A05807,25-02-2026,Debit,22024.8,IMPS
T004623,A02955,10-01-2026,Credit,90334.53,UPI
T004624,A11998,02-07-2024,Credit,60101.84,IMPS
T004625,A11061,26-09-2024,Credit,61818.47,IMPS
T004626,A06110,15-02-2025,Debit,97424.87,UPI
T004627,A12730,14-01-2025,Debit,37262.44,ATM
T004628,A03814,16-08-2025,Credit,89438.02,IMPS
T004629,A14334,14-09-2025,Debit,-16818.35,ATM
T004630,A08793,10-03-2025,Credit,6030.58,IMPS
T004631,A02748,03-01-2026,Debit,34164.17,NEFT
T004632,A04879,24-06-2025,Debit,72819.12,UPI
T004633,A09820,13-12-2024,Credit,47775.67,UPI
T004634,A09055,14-02-2025,Credit,71690.25,ATM
T004635,A06424,22-08-2024,Debit,42727.91,ATM
T004636,A13386,17-11-2025,Debit,95614.65,NEFT
T004637,A03453,13-09-2024,Debit,62238.34,NEFT
T004638,A10597,14-12-2025,Credit,75904.27,UPI
T004639,A07781,31-12-2024,Credit,63587.52,IMPS
T004640,A11625,29-11-2024,Credit,15348.73,IMPS
T004641,A01960,22-09-2024,Debit,52073.71,UPI
T004642,A03891,01-08-2024,Debit,59469.81,ATM
T004643,A01876,14-06-2024,Credit,27178,IMPS
T004644,A08147,28-07-2024,Debit,91542.47,ATM
T004645,A01642,11-04-2025,Credit,62987.3,IMPS
T004646,A01687,16-04-2026,Credit,15670.09,ATM
T004647,A03609,04-12-2025,Credit,58560.26,NEFT
T004648,A01492,17-01-2025,Credit,33495.98,NEFT
T004649,A02064,27-10-2025,Credit,73979.43,ATM
T004650,A04511,01-08-2024,Debit,72384.4,ATM
T004651,A12857,13-07-2025,Debit,5552.36,IMPS
T004652,A10488,25-08-2025,Credit,30466.43,UPI
T004653,A12061,31-07-2025,Debit,1511.17,UPI
T004654,A08512,23-01-2026,Debit,22274.45,ATM
T004655,A01932,18-01-2025,Credit,63102.3,IMPS
T004656,A01607,13-02-2025,Credit,40111.72,ATM
T004657,A99999,17-03-2025,Debit,50715.33,UPI
T004658,A11289,15-06-2025,Credit,1563.05,UPI
T004659,A14249,08-07-2024,Credit,92678.33,UPI
T004660,A09188,01-10-2025,Credit,7556.44,IMPS
T004661,A14134,02-04-2026,Debit,18900.11,IMPS
T004662,A09370,17-07-2024,Credit,74936.06,ATM
T004663,A13185,29-01-2025,Credit,10152.56,UPI
T004664,A14451,10-05-2024,Credit,30637.01,ATM
T004665,A02258,18-01-2026,Debit,53068.43,IMPS
T004666,A14188,05-02-2025,Debit,11440.6,NEFT
T004667,A14187,02-12-2025,Debit,78687.2,NEFT
T004668,A07143,13-03-2025,Credit,29506.37,IMPS
T004669,A09109,25-09-2025,Credit,4883.89,NEFT
T004670,A12172,03-08-2024,Debit,13431.09,ATM
T004671,A13332,16-11-2025,Credit,12896.08,NEFT
T004672,A01829,10-10-2025,Debit,37299.53,NEFT
T004673,A01446,22-05-2024,Credit,48327.47,NEFT
T004674,A10936,20-01-2026,Debit,90106.15,UPI
T004675,A03832,21-11-2024,Debit,75709.07,NEFT
T004676,A06339,10-03-2025,Credit,56539.58,UPI
T004677,A07494,25-02-2025,Debit,-49639.14,NEFT
T004678,A01292,07-11-2024,Debit,37098.45,IMPS
T004679,A04617,20-07-2025,Credit,61154.2,ATM
T004680,A06922,28-09-2025,Debit,84775.24,NEFT
T004681,A05410,20-12-2025,Debit,61473.58,UPI
T004682,A12338,14-06-2024,Credit,7673.33,NEFT
T004683,A02936,24-01-2025,Credit,38700.41,NEFT
T004684,A07176,02-03-2026,Debit,64440.2,ATM
T004685,A13484,14-10-2025,Credit,33034.9,IMPS
T004686,A02578,13-05-2024,Debit,58646.99,NEFT
T004687,A04627,11-12-2025,Credit,80136.16,NEFT
T004688,A06323,07-05-2024,Debit,13600.62,NEFT
T004689,A01382,02-02-2026,Credit,92894.54,ATM
T004690,A00236,20-03-2025,Debit,59870,ATM
T004691,A01876,23-02-2026,Credit,56529.16,IMPS
T004692,A00806,10-11-2024,Debit,88425.3,IMPS
T004693,A04733,06-02-2025,Debit,88311.49,IMPS
T004694,A10571,08-01-2025,Debit,68218.1,UPI
T004695,A04544,20-01-2026,Debit,47580.36,IMPS
T004696,A13228,30-09-2024,Credit,14639.38,UPI
T004697,A10386,26-12-2024,Credit,80339.57,IMPS
T004698,A01674,20-12-2024,Debit,7018.24,ATM
T004699,A06902,25-08-2025,Credit,64306.75,NEFT
T004700,A08504,13-02-2025,Debit,75239.71,NEFT
T004701,A09880,15-09-2025,Debit,44147.75,NEFT
T004702,A04737,11-07-2025,Credit,2954,IMPS
T004703,A11261,26-02-2026,Debit,22192.87,IMPS
T004704,A14137,29-05-2024,Debit,47144.77,NEFT
T004705,A08262,11-04-2025,Credit,45502.18,NEFT
T004706,A12113,23-07-2024,Credit,20099,UPI
T004707,A14994,27-07-2025,Debit,28335.51,NEFT
T004708,A02078,16-02-2026,Credit,36372.27,IMPS
T004709,A02211,23-05-2024,Debit,57692.94,NEFT
T004710,A10635,07-08-2025,Credit,96814.06,ATM
T004711,A13684,26-03-2025,Credit,85710.55,IMPS
T004712,A13787,24-11-2024,Credit,91258.6,NEFT
T004713,A14139,27-01-2026,Credit,81674.92,ATM
T004714,A01969,31-03-2026,Credit,85351.59,NEFT
T004715,A05394,18-07-2024,Debit,55122.24,UPI
T004716,A03675,27-09-2024,Debit,17836.11,NEFT
T004717,A13641,08-04-2026,Credit,94236.98,ATM
T004718,A12312,12-01-2026,Credit,69200.63,NEFT
T004719,A02332,12-10-2024,Credit,16086.81,UPI
T004720,A08478,21-12-2024,Debit,9331.03,IMPS
T004721,A04142,19-04-2025,Debit,78311.94,NEFT
T004722,A00934,23-10-2024,Credit,62192.53,UPI
T004723,A08941,26-03-2025,Debit,58909.81,UPI
T004724,A04111,03-08-2025,Credit,80860.08,ATM
T004725,A14071,05-11-2024,Debit,59252.26,UPI
T004726,A07035,10-12-2024,Debit,95624.92,ATM
T004727,A08105,30-05-2025,Debit,31525.28,NEFT
T004728,A06102,31-03-2026,Credit,86637.95,IMPS
T004729,A11419,10-04-2025,Credit,90517.03,UPI
T004730,A05167,31-07-2025,Debit,2506.8,UPI
T004731,A10955,28-10-2025,Credit,59852.21,IMPS
T004732,A10610,17-01-2025,Debit,39359.24,UPI
T004733,A09429,01-06-2025,Credit,55555.52,NEFT
T004734,A00555,17-12-2024,Credit,74340.93,NEFT
T004735,A01619,31-03-2026,Debit,81312.39,IMPS
T004736,A07062,22-10-2024,Debit,-24256.61,NEFT
T004737,A08785,15-02-2025,Credit,31582.85,ATM
T004738,A12986,01-07-2025,Debit,16999.3,ATM
T004739,A01379,16-05-2024,Credit,1275.71,UPI
T004740,A13723,29-07-2024,Debit,55904.9,ATM
T004741,A04112,16-12-2025,Debit,43405.31,UPI
T004742,A00552,29-10-2024,Debit,80395.83,ATM
T004743,A03440,15-08-2024,Debit,53462.5,NEFT
T004744,A13850,18-10-2024,Debit,59837.23,NEFT
T004745,A02842,05-11-2025,Debit,4704.76,NEFT
T004746,A07323,21-03-2026,Debit,48657.68,NEFT
T004747,A00421,05-03-2025,Debit,54080.23,ATM
T004748,A08725,19-02-2025,Credit,76310.32,UPI
T004749,A03588,22-05-2024,Credit,86833.12,ATM
T004750,A04011,16-10-2024,Debit,18897.39,IMPS
T004751,A02213,06-03-2025,Debit,38662.65,IMPS
T004752,A12895,05-09-2024,Credit,45520.8,IMPS
T004753,A13623,01-05-2025,Credit,85168.43,UPI
T004754,A03471,22-03-2026,Debit,16790.5,IMPS
T004755,A11830,03-01-2025,Credit,46644.57,ATM
T004756,A02490,19-10-2024,Debit,90376.03,ATM
T004757,A12038,04-12-2025,Debit,3561.41,IMPS
T004758,A03773,01-08-2025,Credit,68695.37,UPI
T004759,A00211,24-05-2025,Debit,50767.5,IMPS
T004760,A99999,18-11-2024,Debit,22054.72,NEFT
T004761,A11885,26-11-2024,Debit,74017.13,IMPS
T004762,A07541,31-10-2024,Debit,31934.06,UPI
T004763,A14152,03-10-2024,Debit,82529.67,NEFT
T004764,A09179,27-11-2025,Credit,22703.96,ATM
T004765,A09458,23-06-2024,Credit,15886.35,IMPS
T004766,A05401,23-11-2025,Debit,95355.29,UPI
T004767,A06844,23-12-2024,Debit,11101.13,NEFT
T004768,A05429,08-05-2024,Debit,38885,IMPS
T004769,A07134,13-08-2024,Debit,71560.95,ATM
T004770,A14850,05-09-2025,Credit,43423.67,IMPS
T004771,A08424,08-07-2025,Credit,10977.07,UPI
T004772,A05838,07-01-2026,Debit,19140.7,IMPS
T004773,A03372,02-02-2025,Credit,16073.15,UPI
T004774,A09708,01-02-2025,Credit,55667.94,UPI
T004775,A03074,12-07-2024,Credit,-67143.25,NEFT
T004776,A07003,11-02-2025,Debit,173.2,UPI
T004777,A09247,14-11-2025,Credit,8440.05,ATM
T004778,A03286,27-10-2025,Credit,61876.64,ATM
T004779,A11473,09-09-2024,Debit,84918.31,IMPS
T004780,A06275,28-02-2026,Credit,7532.13,UPI
T004781,A10025,04-12-2024,Debit,39810.78,UPI
T004782,A00814,10-02-2026,Debit,83570.63,UPI
T004783,A05339,16-06-2025,Debit,30872.07,UPI
T004784,A05869,12-04-2026,Credit,67554.64,UPI
T004785,A01758,01-09-2025,Debit,80267.78,ATM
T004786,A01542,26-05-2024,Credit,97330.84,ATM
T004787,A08741,15-01-2026,Credit,6225.21,NEFT
T004788,A01615,29-10-2025,Credit,51743.67,IMPS
T004789,A13346,27-01-2025,Credit,95989.4,UPI
T004790,A03034,14-01-2026,Credit,93807.41,ATM
T004791,A06836,05-12-2025,Credit,62094.16,ATM
T004792,A13258,10-06-2025,Debit,44617.33,NEFT
T004793,A08904,25-05-2025,Credit,99243.64,ATM
T004794,A09135,20-05-2024,Debit,16801.26,UPI
T004795,A09273,07-10-2025,Credit,97880.31,ATM
T004796,A00742,02-06-2025,Credit,98041.4,UPI
T004797,A09746,23-11-2025,Credit,20341.28,NEFT
T004798,A14336,26-09-2025,Credit,96205.89,ATM
T004799,A03093,05-09-2024,Credit,74894.63,ATM
T004800,A05038,26-03-2025,Credit,25377.8,ATM
T004801,A14632,21-06-2025,Credit,9957.65,ATM
T004802,A03506,11-07-2024,Credit,80136.21,NEFT
T004803,A04399,20-01-2025,Debit,5843.03,NEFT
T004804,A08467,02-08-2025,Credit,33679.03,IMPS
T004805,A00778,05-01-2026,Credit,37709.47,ATM
T004806,A10958,09-01-2026,Credit,85493.33,UPI
T004807,A08216,20-03-2025,Credit,84286.39,UPI
T004808,A03963,19-09-2024,Debit,87533.66,IMPS
T004809,A06842,16-02-2025,Debit,91574.45,IMPS
T004810,A06779,15-10-2025,Debit,13277.4,ATM
T004811,A00490,01-04-2026,Debit,35968.54,NEFT
T004812,A09118,16-02-2026,Debit,63777.92,NEFT
T004813,A03433,23-12-2025,Credit,25579.07,UPI
T004814,A10183,07-03-2025,Debit,73147.31,UPI
T004815,A06508,22-07-2025,Debit,25614.31,ATM
T004816,A06623,11-03-2026,Debit,92423.01,ATM
T004817,A13088,26-10-2024,Debit,38930.23,IMPS
T004818,A10667,15-06-2024,Debit,95065.55,UPI
T004819,A99999,28-07-2024,Debit,34689.54,ATM
T004820,A01182,18-06-2024,Debit,12549.36,UPI
T004821,A05647,16-09-2025,Debit,81649.72,UPI
T004822,A09035,10-05-2025,Credit,42639.33,IMPS
T004823,A04156,19-05-2024,Debit,16203.9,ATM
T004824,A09729,15-12-2024,Credit,2479.41,NEFT
T004825,A09105,04-03-2026,Debit,38627.85,ATM
T004826,A12020,09-07-2025,Credit,38300.29,UPI
T004827,A02602,08-06-2025,Debit,71123.63,NEFT
T004828,A13040,14-01-2025,Debit,54943.29,UPI
T004829,A10361,18-02-2026,Credit,10747.89,NEFT
T004830,A06265,09-06-2024,Debit,40049.64,IMPS
T004831,A07586,28-02-2026,Debit,46509.61,ATM
T004832,A14969,18-02-2025,Credit,78735.34,NEFT
T004833,A05122,21-02-2025,Credit,45965.22,IMPS
T004834,A11288,23-07-2025,Debit,99525.13,IMPS
T004835,A07156,30-12-2025,Debit,893.49,NEFT
T004836,A14394,10-03-2025,Debit,40196.36,NEFT
T004837,A09082,12-08-2024,Debit,56894.78,IMPS
T004838,A06601,03-10-2024,Credit,28079.69,UPI
T004839,A03752,09-09-2025,Debit,98440.97,UPI
T004840,A03114,12-04-2025,Credit,29828.34,UPI
T004841,A06180,15-04-2026,Debit,72542.97,NEFT
T004842,A04513,20-12-2024,Debit,24441.7,IMPS
T004843,A07930,04-02-2026,Credit,31584.84,UPI
T004844,A12929,20-12-2025,Debit,47386.08,UPI
T004845,A02278,20-07-2025,Debit,69218.26,IMPS
T004846,A03132,26-05-2024,Credit,63644.58,ATM
T004847,A08884,15-04-2026,Credit,93229.26,IMPS
T004848,A05908,13-10-2025,Debit,82844.06,ATM
T004849,A02996,21-02-2025,Credit,36608.64,ATM
T004850,A12737,03-05-2025,Debit,30436.25,IMPS
T004851,A08830,06-02-2026,Debit,6294.85,IMPS
T004852,A04353,18-09-2025,Debit,2264.63,ATM
T004853,A13893,02-02-2026,Debit,3817.41,ATM
T004854,A00268,14-12-2024,Debit,22732.08,IMPS
T004855,A08380,28-09-2024,Debit,85683.66,ATM
T004856,A11261,28-12-2024,Credit,3776.23,IMPS
T004857,A00776,19-08-2024,Credit,61336.99,IMPS
T004858,A13596,18-12-2024,Debit,701.59,NEFT
T004859,A05015,15-09-2024,Credit,59961.88,NEFT
T004860,A06131,26-02-2025,Debit,78469.51,IMPS
T004861,A07169,01-09-2025,Debit,84821.83,NEFT
T004862,A00238,25-09-2025,Debit,31906.08,UPI
T004863,A11755,19-05-2025,Debit,38875.42,ATM
T004864,A04136,28-02-2026,Debit,80559.96,UPI
T004865,A13823,24-10-2025,Credit,60240.1,UPI
T004866,A04440,27-12-2025,Debit,67566.26,IMPS
T004867,A12319,30-08-2024,Debit,60959.68,IMPS
T004868,A13699,17-04-2026,Debit,706.37,IMPS
T004869,A09943,11-12-2025,Debit,45032.15,NEFT
